Ward,Precinct,Precinct Code,Emanuel,%,Del Valle,%,M-B,%,Chico,%,Watkins,%,Walls,%,Total,,White,%,AA,%,Hispanic,%,Asian,%,Native Am,%,Hawaiian,%,Other,%,2 or More,%,Total,Majority
43,45,43045,74,74.75%,2,2.02%,1,1.01%,21,21.21%,0,0.00%,1,1.01%,99,,655,82.08%,25,3.13%,43,5.39%,57,7.14%,1,0.13%,0,0.00%,1,0.13%,15,1.88%,798,White
43,46,43046,277,81.23%,12,3.52%,1,0.29%,48,14.08%,0,0.00%,0,0.00%,341,,"1,247",87.88%,34,2.40%,54,3.81%,64,4.51%,1,0.07%,0,0.00%,2,0.14%,17,1.20%,"1,419",White
43,47,43047,203,77.19%,12,4.56%,6,2.28%,39,14.83%,1,0.38%,2,0.76%,263,,741,83.45%,48,5.41%,41,4.62%,34,3.83%,1,0.11%,0,0.00%,1,0.11%,20,2.25%,888,White
43,48,43048,176,71.26%,16,6.48%,7,2.83%,47,19.03%,0,0.00%,1,0.40%,247,,639,81.61%,21,2.68%,49,6.26%,59,7.54%,0,0.00%,0,0.00%,0,0.00%,14,1.79%,783,White
43,49,43049,184,74.80%,20,8.13%,1,0.41%,39,15.85%,0,0.00%,2,0.81%,246,,293,85.17%,16,4.65%,14,4.07%,15,4.36%,0,0.00%,1,0.29%,0,0.00%,5,1.45%,344,White
43,50,43050,169,78.24%,9,4.17%,1,0.46%,37,17.13%,0,0.00%,0,0.00%,216,,724,86.09%,13,1.55%,42,4.99%,41,4.88%,1,0.12%,0,0.00%,1,0.12%,19,2.26%,841,White
43,51,43051,220,72.85%,16,5.30%,24,7.95%,36,11.92%,4,1.32%,2,0.66%,302,,605,71.43%,102,12.04%,47,5.55%,76,8.97%,1,0.12%,0,0.00%,2,0.24%,14,1.65%,847,White
43,52,43052,179,76.82%,6,2.58%,1,0.43%,44,18.88%,0,0.00%,3,1.29%,233,,140,85.37%,8,4.88%,7,4.27%,7,4.27%,0,0.00%,0,0.00%,0,0.00%,2,1.22%,164,White
43,53,43053,181,68.82%,18,6.84%,9,3.42%,52,19.77%,2,0.76%,1,0.38%,263,,404,82.79%,12,2.46%,27,5.53%,35,7.17%,0,0.00%,0,0.00%,0,0.00%,9,1.84%,488,White
43,54,43054,152,71.70%,15,7.08%,5,2.36%,40,18.87%,0,0.00%,0,0.00%,212,,508,80.89%,37,5.89%,27,4.30%,45,7.17%,0,0.00%,0,0.00%,1,0.16%,10,1.59%,628,White
43,55,43055,199,70.32%,17,6.01%,33,11.66%,30,10.60%,3,1.06%,0,0.00%,283,,506,73.98%,107,15.64%,28,4.09%,29,4.24%,0,0.00%,0,0.00%,1,0.15%,12,1.75%,684,White
43,56,43056,148,75.13%,8,4.06%,3,1.52%,36,18.27%,2,1.02%,0,0.00%,197,,954,86.10%,17,1.53%,56,5.05%,54,4.87%,1,0.09%,0,0.00%,1,0.09%,25,2.26%,"1,108",White
43,57,43057,141,72.68%,12,6.19%,5,2.58%,34,17.53%,1,0.52%,1,0.52%,194,,803,82.36%,33,3.38%,48,4.92%,69,7.08%,1,0.10%,0,0.00%,2,0.21%,19,1.95%,975,White
43,58,43058,138,73.40%,13,6.91%,2,1.06%,34,18.09%,1,0.53%,0,0.00%,188,,648,87.33%,11,1.48%,27,3.64%,43,5.80%,0,0.00%,0,0.00%,2,0.27%,11,1.48%,742,White
43,59,43059,206,74.64%,16,5.80%,4,1.45%,47,17.03%,3,1.09%,0,0.00%,276,,31,86.11%,1,2.78%,2,5.56%,2,5.56%,0,0.00%,0,0.00%,0,0.00%,1,2.78%,36,White
44,1,44001,194,77.29%,16,6.37%,3,1.20%,36,14.34%,2,0.80%,0,0.00%,251,,100,81.30%,4,3.25%,8,6.50%,8,6.50%,0,0.00%,0,0.00%,0,0.00%,2,1.63%,123,White
44,2,44002,160,71.75%,21,9.42%,5,2.24%,34,15.25%,1,0.45%,2,0.90%,223,,232,79.18%,12,4.10%,20,6.83%,22,7.51%,0,0.00%,0,0.00%,1,0.34%,6,2.05%,293,White
44,3,44003,253,82.68%,15,4.90%,1,0.33%,38,12.42%,0,0.00%,0,0.00%,306,,"4,600",80.24%,217,3.79%,373,6.51%,415,7.24%,5,0.09%,2,0.03%,8,0.14%,114,1.99%,"5,733",White
44,4,44004,251,81.76%,15,4.89%,3,0.98%,38,12.38%,0,0.00%,0,0.00%,307,,346,81.60%,12,2.83%,22,5.19%,35,8.25%,1,0.24%,0,0.00%,1,0.24%,8,1.89%,424,White
44,5,44005,196,70.50%,25,8.99%,6,2.16%,49,17.63%,2,0.72%,0,0.00%,278,,689,79.38%,35,4.03%,59,6.80%,66,7.60%,1,0.12%,0,0.00%,2,0.23%,17,1.96%,868,White
44,6,44006,184,73.60%,24,9.60%,3,1.20%,36,14.40%,1,0.40%,1,0.40%,250,,"1,165",82.68%,39,2.77%,86,6.10%,75,5.32%,3,0.21%,2,0.14%,5,0.35%,33,2.34%,"1,409",White
44,7,44007,228,73.08%,15,4.81%,1,0.32%,65,20.83%,2,0.64%,0,0.00%,312,,990,87.84%,13,1.15%,27,2.40%,79,7.01%,1,0.09%,0,0.00%,2,0.18%,16,1.42%,"1,127",White
44,8,44008,80,67.80%,8,6.78%,4,3.39%,25,21.19%,1,0.85%,0,0.00%,118,,713,80.47%,27,3.05%,51,5.76%,74,8.35%,2,0.23%,1,0.11%,2,0.23%,18,2.03%,886,White
44,9,44009,167,75.23%,18,8.11%,2,0.90%,32,14.41%,1,0.45%,2,0.90%,222,,"1,008",87.27%,22,1.90%,62,5.37%,44,3.81%,0,0.00%,0,0.00%,0,0.00%,19,1.65%,"1,155",White
44,10,44010,128,72.73%,12,6.82%,2,1.14%,33,18.75%,0,0.00%,1,0.57%,176,,848,86.27%,17,1.73%,53,5.39%,47,4.78%,0,0.00%,0,0.00%,0,0.00%,17,1.73%,983,White
44,11,44011,179,71.89%,19,7.63%,1,0.40%,50,20.08%,0,0.00%,0,0.00%,249,,935,87.71%,14,1.31%,61,5.72%,44,4.13%,0,0.00%,0,0.00%,1,0.09%,13,1.22%,"1,066",White
44,12,44012,171,75.66%,10,4.42%,0,0.00%,45,19.91%,0,0.00%,0,0.00%,226,,592,76.88%,38,4.94%,60,7.79%,64,8.31%,1,0.13%,0,0.00%,1,0.13%,13,1.69%,770,White
44,13,44013,129,71.67%,23,12.78%,2,1.11%,24,13.33%,1,0.56%,1,0.56%,180,,788,86.59%,14,1.54%,56,6.15%,33,3.63%,1,0.11%,0,0.00%,0,0.00%,18,1.98%,910,White
44,14,44014,156,69.64%,32,14.29%,1,0.45%,31,13.84%,1,0.45%,3,1.34%,224,,"1,152",80.28%,38,2.65%,103,7.18%,114,7.94%,1,0.07%,1,0.07%,2,0.14%,23,1.60%,"1,435",White
44,15,44015,264,78.11%,26,7.69%,5,1.48%,43,12.72%,0,0.00%,0,0.00%,338,,645,77.90%,38,4.59%,62,7.49%,66,7.97%,1,0.12%,0,0.00%,1,0.12%,15,1.81%,828,White
44,16,44016,196,72.59%,30,11.11%,1,0.37%,43,15.93%,0,0.00%,0,0.00%,270,,"1,239",84.00%,21,1.42%,133,9.02%,56,3.80%,2,0.14%,2,0.14%,4,0.27%,18,1.22%,"1,475",White
44,17,44017,215,74.14%,33,11.38%,4,1.38%,37,12.76%,1,0.34%,0,0.00%,290,,621,79.31%,31,3.96%,53,6.77%,60,7.66%,1,0.13%,0,0.00%,1,0.13%,16,2.04%,783,White
44,18,44018,140,72.16%,15,7.73%,1,0.52%,37,19.07%,0,0.00%,1,0.52%,194,,"1,300",67.53%,256,13.30%,199,10.34%,132,6.86%,3,0.16%,2,0.10%,2,0.10%,31,1.61%,"1,925",White
44,19,44019,100,74.07%,11,8.15%,2,1.48%,21,15.56%,1,0.74%,0,0.00%,135,,338,79.16%,18,4.22%,30,7.03%,32,7.49%,0,0.00%,0,0.00%,0,0.00%,8,1.87%,427,White
44,20,44020,170,71.73%,21,8.86%,0,0.00%,42,17.72%,2,0.84%,0,0.00%,237,,"1,453",82.56%,43,2.44%,117,6.65%,113,6.42%,1,0.06%,0,0.00%,2,0.11%,30,1.70%,"1,760",White
44,21,44021,197,71.64%,24,8.73%,5,1.82%,47,17.09%,2,0.73%,0,0.00%,275,,"1,091",83.60%,26,1.99%,75,5.75%,73,5.59%,3,0.23%,2,0.15%,5,0.38%,30,2.30%,"1,305",White
44,22,44022,264,79.76%,14,4.23%,5,1.51%,48,14.50%,0,0.00%,0,0.00%,331,,381,78.07%,22,4.51%,36,7.38%,38,7.79%,0,0.00%,0,0.00%,0,0.00%,8,1.64%,488,White
44,23,44023,170,73.59%,29,12.55%,3,1.30%,28,12.12%,1,0.43%,0,0.00%,231,,"1,073",75.51%,94,6.62%,89,6.26%,133,9.36%,1,0.07%,1,0.07%,2,0.14%,29,2.04%,"1,421",White
44,24,44024,128,73.56%,19,10.92%,3,1.72%,23,13.22%,0,0.00%,1,0.57%,174,,747,80.41%,28,3.01%,53,5.71%,77,8.29%,2,0.22%,1,0.11%,2,0.22%,19,2.05%,929,White
44,25,44025,202,75.37%,25,9.33%,2,0.75%,35,13.06%,1,0.37%,1,0.37%,268,,"1,015",82.19%,27,2.19%,110,8.91%,61,4.94%,1,0.08%,1,0.08%,2,0.16%,18,1.46%,"1,235",White
44,26,44026,171,72.46%,19,8.05%,1,0.42%,44,18.64%,1,0.42%,0,0.00%,236,,605,82.20%,18,2.45%,54,7.34%,45,6.11%,0,0.00%,0,0.00%,0,0.00%,14,1.90%,736,White
44,27,44027,221,75.68%,23,7.88%,1,0.34%,45,15.41%,1,0.34%,1,0.34%,292,,"1,293",86.49%,30,2.01%,84,5.62%,59,3.95%,1,0.07%,0,0.00%,1,0.07%,27,1.81%,"1,495",White
44,28,44028,142,71.00%,9,4.50%,0,0.00%,49,24.50%,0,0.00%,0,0.00%,200,,"1,037",85.92%,21,1.74%,77,6.38%,40,3.31%,4,0.33%,0,0.00%,4,0.33%,24,1.99%,"1,207",White
44,29,44029,212,71.38%,34,11.45%,0,0.00%,50,16.84%,0,0.00%,1,0.34%,297,,897,80.23%,29,2.59%,80,7.16%,89,7.96%,1,0.09%,1,0.09%,2,0.18%,18,1.61%,"1,118",White
44,30,44030,167,73.57%,26,11.45%,2,0.88%,31,13.66%,1,0.44%,0,0.00%,227,,586,79.30%,29,3.92%,50,6.77%,56,7.58%,1,0.14%,0,0.00%,1,0.14%,15,2.03%,739,White
44,31,44031,230,75.66%,27,8.88%,1,0.33%,46,15.13%,0,0.00%,1,0.33%,304,,"1,515",81.80%,110,5.94%,121,6.53%,74,4.00%,3,0.16%,0,0.00%,0,0.00%,29,1.57%,"1,852",White
44,32,44032,161,77.40%,19,9.13%,5,2.40%,23,11.06%,0,0.00%,0,0.00%,208,,349,77.38%,22,4.88%,35,7.76%,36,7.98%,0,0.00%,0,0.00%,1,0.22%,8,1.77%,451,White
44,33,44033,230,73.72%,37,11.86%,3,0.96%,40,12.82%,1,0.32%,1,0.32%,312,,968,82.81%,34,2.91%,76,6.50%,64,5.47%,0,0.00%,0,0.00%,2,0.17%,25,2.14%,"1,169",White
44,34,44034,122,74.39%,11,6.71%,4,2.44%,27,16.46%,0,0.00%,0,0.00%,164,,587,80.41%,22,3.01%,42,5.75%,61,8.36%,1,0.14%,1,0.14%,1,0.14%,15,2.05%,730,White
44,35,44035,171,75.00%,16,7.02%,1,0.44%,40,17.54%,0,0.00%,0,0.00%,228,,248,79.23%,12,3.83%,21,6.71%,24,7.67%,0,0.00%,0,0.00%,1,0.32%,6,1.92%,313,White
44,36,44036,164,72.25%,20,8.81%,4,1.76%,36,15.86%,2,0.88%,1,0.44%,227,,"1,043",81.80%,32,2.51%,91,7.14%,83,6.51%,0,0.00%,0,0.00%,1,0.08%,23,1.80%,"1,275",White
44,37,44037,234,72.00%,31,9.54%,7,2.15%,50,15.38%,2,0.62%,1,0.31%,325,,"1,158",82.77%,40,2.86%,92,6.58%,77,5.50%,1,0.07%,0,0.00%,3,0.21%,29,2.07%,"1,399",White
44,38,44038,171,66.28%,24,9.30%,1,0.39%,61,23.64%,0,0.00%,0,0.00%,258,,"1,312",84.81%,28,1.81%,93,6.01%,84,5.43%,1,0.06%,0,0.00%,0,0.00%,29,1.87%,"1,547",White
44,39,44039,197,75.77%,19,7.31%,0,0.00%,40,15.38%,1,0.38%,3,1.15%,260,,"1,252",86.11%,22,1.51%,73,5.02%,80,5.50%,1,0.07%,0,0.00%,0,0.00%,25,1.72%,"1,454",White
44,40,44040,185,70.88%,23,8.81%,1,0.38%,51,19.54%,1,0.38%,0,0.00%,261,,"1,283",86.40%,30,2.02%,83,5.59%,59,3.97%,1,0.07%,0,0.00%,1,0.07%,27,1.82%,"1,485",White
44,41,44041,235,79.66%,24,8.14%,7,2.37%,26,8.81%,2,0.68%,0,0.00%,295,,921,75.43%,80,6.55%,76,6.22%,114,9.34%,1,0.08%,1,0.08%,2,0.16%,24,1.97%,"1,221",White
44,42,44042,263,73.26%,27,7.52%,9,2.51%,58,16.16%,2,0.56%,0,0.00%,359,,"1,163",81.22%,38,2.65%,101,7.05%,103,7.19%,1,0.07%,0,0.00%,1,0.07%,25,1.75%,"1,432",White
44,43,44043,237,75.00%,23,7.28%,1,0.32%,52,16.46%,2,0.63%,1,0.32%,316,,"1,185",86.88%,17,1.25%,104,7.62%,35,2.57%,1,0.07%,0,0.00%,0,0.00%,22,1.61%,"1,364",White
44,44,44044,239,76.11%,20,6.37%,5,1.59%,49,15.61%,0,0.00%,1,0.32%,314,,609,77.58%,37,4.71%,60,7.64%,64,8.15%,1,0.13%,0,0.00%,1,0.13%,14,1.78%,785,White
44,45,44045,234,76.72%,19,6.23%,4,1.31%,44,14.43%,3,0.98%,1,0.33%,305,,"1,332",81.22%,68,4.15%,109,6.65%,83,5.06%,4,0.24%,4,0.24%,3,0.18%,38,2.32%,"1,640",White
44,46,44046,157,80.10%,12,6.12%,2,1.02%,25,12.76%,0,0.00%,0,0.00%,196,,333,77.99%,19,4.45%,32,7.49%,34,7.96%,0,0.00%,0,0.00%,0,0.00%,8,1.87%,427,White
44,47,44047,277,70.13%,31,7.85%,4,1.01%,80,20.25%,2,0.51%,1,0.25%,395,,"1,315",86.00%,28,1.83%,99,6.47%,53,3.47%,3,0.20%,0,0.00%,5,0.33%,24,1.57%,"1,529",White
44,48,44048,155,73.11%,18,8.49%,0,0.00%,39,18.40%,0,0.00%,0,0.00%,212,,342,79.35%,17,3.94%,29,6.73%,33,7.66%,0,0.00%,0,0.00%,1,0.23%,9,2.09%,431,White
44,49,44049,335,80.72%,25,6.02%,2,0.48%,52,12.53%,1,0.24%,1,0.24%,415,,879,80.42%,33,3.02%,63,5.76%,91,8.33%,2,0.18%,1,0.09%,2,0.18%,22,2.01%,"1,093",White
44,50,44050,137,59.83%,28,12.23%,1,0.44%,59,25.76%,1,0.44%,2,0.87%,229,,"1,015",85.51%,23,1.94%,75,6.32%,51,4.30%,2,0.17%,0,0.00%,0,0.00%,22,1.85%,"1,187",White
44,51,44051,130,72.63%,13,7.26%,2,1.12%,33,18.44%,0,0.00%,1,0.56%,179,,891,87.35%,18,1.76%,56,5.49%,41,4.02%,0,0.00%,0,0.00%,0,0.00%,14,1.37%,"1,020",White
45,1,45001,117,48.95%,32,13.39%,1,0.42%,87,36.40%,2,0.84%,0,0.00%,239,,440,38.19%,24,2.08%,620,53.82%,47,4.08%,2,0.17%,0,0.00%,3,0.26%,16,1.39%,"1,152",Hisp
45,2,45002,172,47.38%,21,5.79%,1,0.28%,166,45.73%,2,0.55%,1,0.28%,363,,672,71.64%,7,0.75%,163,17.38%,79,8.42%,1,0.11%,0,0.00%,1,0.11%,14,1.49%,938,White
45,3,45003,168,48.70%,23,6.67%,0,0.00%,154,44.64%,0,0.00%,0,0.00%,345,,481,74.92%,7,1.09%,99,15.42%,41,6.39%,2,0.31%,0,0.00%,0,0.00%,12,1.87%,642,White
45,4,45004,191,49.87%,21,5.48%,6,1.57%,165,43.08%,1,0.26%,0,0.00%,383,,"1,631",80.66%,9,0.45%,162,8.01%,176,8.70%,4,0.20%,0,0.00%,2,0.10%,36,1.78%,"2,022",White
45,5,45005,150,42.86%,24,6.86%,1,0.29%,173,49.43%,1,0.29%,1,0.29%,350,,398,80.73%,2,0.41%,39,7.91%,43,8.72%,1,0.20%,0,0.00%,1,0.20%,9,1.83%,493,White
45,6,45006,130,44.37%,24,8.19%,3,1.02%,133,45.39%,0,0.00%,3,1.02%,293,,584,61.09%,11,1.15%,225,23.54%,115,12.03%,3,0.31%,0,0.00%,2,0.21%,15,1.57%,956,White
45,7,45007,160,53.16%,58,19.27%,6,1.99%,75,24.92%,2,0.66%,1,0.33%,301,,738,52.75%,26,1.86%,514,36.74%,82,5.86%,4,0.29%,1,0.07%,4,0.29%,29,2.07%,"1,399",White
45,8,45008,119,52.42%,20,8.81%,1,0.44%,86,37.89%,0,0.00%,1,0.44%,227,,730,63.31%,13,1.13%,262,22.72%,123,10.67%,3,0.26%,0,0.00%,2,0.17%,18,1.56%,"1,153",White
45,9,45009,157,44.48%,32,9.07%,0,0.00%,162,45.89%,1,0.28%,1,0.28%,353,,395,73.15%,6,1.11%,87,16.11%,39,7.22%,1,0.19%,0,0.00%,1,0.19%,11,2.04%,540,White
45,10,45010,171,48.86%,43,12.29%,4,1.14%,128,36.57%,3,0.86%,1,0.29%,350,,562,55.86%,17,1.69%,287,28.53%,101,10.04%,4,0.40%,0,0.00%,2,0.20%,33,3.28%,"1,006",White
45,11,45011,146,49.66%,21,7.14%,2,0.68%,123,41.84%,2,0.68%,0,0.00%,294,,636,69.81%,6,0.66%,172,18.88%,83,9.11%,3,0.33%,0,0.00%,2,0.22%,8,0.88%,911,White
45,12,45012,193,53.91%,38,10.61%,3,0.84%,122,34.08%,0,0.00%,1,0.28%,358,,906,55.04%,28,1.70%,485,29.47%,162,9.84%,6,0.36%,0,0.00%,3,0.18%,54,3.28%,"1,646",White
45,13,45013,220,56.99%,23,5.96%,1,0.26%,139,36.01%,1,0.26%,2,0.52%,386,,"1,013",70.64%,13,0.91%,272,18.97%,110,7.67%,2,0.14%,0,0.00%,1,0.07%,22,1.53%,"1,434",White
45,14,45014,172,51.34%,46,13.73%,7,2.09%,105,31.34%,1,0.30%,4,1.19%,335,,638,60.88%,40,3.82%,257,24.52%,87,8.30%,0,0.00%,0,0.00%,1,0.10%,25,2.39%,"1,048",White
45,15,45015,144,44.17%,25,7.67%,5,1.53%,149,45.71%,2,0.61%,1,0.31%,326,,970,71.59%,11,0.81%,237,17.49%,114,8.41%,2,0.15%,0,0.00%,2,0.15%,20,1.48%,"1,355",White
45,16,45016,145,51.60%,37,13.17%,5,1.78%,92,32.74%,2,0.71%,0,0.00%,281,,506,38.19%,27,2.04%,713,53.81%,54,4.08%,2,0.15%,1,0.08%,3,0.23%,18,1.36%,"1,325",Hisp
45,17,45017,138,53.49%,23,8.91%,4,1.55%,91,35.27%,1,0.39%,1,0.39%,258,,627,78.38%,6,0.75%,112,14.00%,40,5.00%,3,0.38%,0,0.00%,2,0.25%,11,1.38%,800,White
45,18,45018,164,56.55%,36,12.41%,4,1.38%,84,28.97%,2,0.69%,0,0.00%,290,,853,59.57%,25,1.75%,432,30.17%,85,5.94%,5,0.35%,1,0.07%,3,0.21%,29,2.03%,"1,432",White
45,19,45019,184,52.27%,15,4.26%,1,0.28%,143,40.63%,3,0.85%,4,1.14%,352,,"1,107",74.00%,17,1.14%,236,15.78%,102,6.82%,4,0.27%,0,0.00%,1,0.07%,29,1.94%,"1,496",White
45,20,45020,142,51.08%,22,7.91%,3,1.08%,106,38.13%,4,1.44%,1,0.36%,278,,819,67.91%,5,0.41%,302,25.04%,60,4.98%,1,0.08%,1,0.08%,0,0.00%,18,1.49%,"1,206",White
45,21,45021,133,47.33%,25,8.90%,3,1.07%,120,42.70%,0,0.00%,0,0.00%,281,,778,71.57%,9,0.83%,190,17.48%,91,8.37%,1,0.09%,0,0.00%,1,0.09%,16,1.47%,"1,087",White
45,22,45022,132,48.00%,22,8.00%,4,1.45%,115,41.82%,2,0.73%,0,0.00%,275,,560,71.61%,6,0.77%,137,17.52%,66,8.44%,1,0.13%,0,0.00%,1,0.13%,12,1.53%,782,White
45,23,45023,151,45.76%,17,5.15%,1,0.30%,157,47.58%,3,0.91%,1,0.30%,330,,706,78.44%,6,0.67%,126,14.00%,44,4.89%,3,0.33%,0,0.00%,2,0.22%,13,1.44%,900,White
45,24,45024,208,52.66%,32,8.10%,8,2.03%,146,36.96%,0,0.00%,1,0.25%,395,,504,58.13%,8,0.92%,211,24.34%,120,13.84%,1,0.12%,0,0.00%,0,0.00%,23,2.65%,867,White
45,25,45025,175,59.93%,26,8.90%,0,0.00%,89,30.48%,1,0.34%,1,0.34%,292,,706,66.67%,10,0.94%,276,26.06%,45,4.25%,2,0.19%,0,0.00%,1,0.09%,17,1.61%,"1,059",White
45,26,45026,174,53.54%,40,12.31%,5,1.54%,103,31.69%,0,0.00%,3,0.92%,325,,700,57.85%,23,1.90%,376,31.07%,77,6.36%,4,0.33%,1,0.08%,4,0.33%,26,2.15%,"1,210",White
45,27,45027,123,46.42%,24,9.06%,0,0.00%,112,42.26%,3,1.13%,0,0.00%,265,,689,73.93%,7,0.75%,153,16.42%,66,7.08%,3,0.32%,0,0.00%,2,0.21%,12,1.29%,932,White
45,28,45028,142,53.38%,39,14.66%,1,0.38%,84,31.58%,0,0.00%,0,0.00%,266,,564,38.19%,30,2.03%,795,53.83%,60,4.06%,2,0.14%,1,0.07%,3,0.20%,20,1.35%,"1,477",Hisp
45,29,45029,151,52.07%,29,10.00%,5,1.72%,97,33.45%,5,1.72%,1,0.34%,290,,821,65.58%,16,1.28%,262,20.93%,118,9.42%,7,0.56%,2,0.16%,1,0.08%,24,1.92%,"1,252",White
45,30,45030,147,46.52%,24,7.59%,8,2.53%,131,41.46%,1,0.32%,5,1.58%,316,,"1,162",73.27%,18,1.13%,254,16.02%,114,7.19%,4,0.25%,0,0.00%,2,0.13%,32,2.02%,"1,586",White
45,31,45031,164,53.77%,41,13.44%,3,0.98%,93,30.49%,3,0.98%,1,0.33%,305,,852,52.69%,30,1.86%,596,36.86%,94,5.81%,5,0.31%,1,0.06%,4,0.25%,33,2.04%,"1,617",White
45,32,45032,108,54.00%,17,8.50%,2,1.00%,72,36.00%,0,0.00%,1,0.50%,200,,748,69.84%,7,0.65%,203,18.95%,98,9.15%,3,0.28%,0,0.00%,2,0.19%,9,0.84%,"1,071",White
45,33,45033,136,46.42%,26,8.87%,5,1.71%,124,42.32%,2,0.68%,0,0.00%,293,,759,78.41%,7,0.72%,135,13.95%,48,4.96%,4,0.41%,0,0.00%,2,0.21%,13,1.34%,968,White
45,34,45034,124,53.68%,24,10.39%,1,0.43%,79,34.20%,0,0.00%,0,0.00%,231,,519,67.67%,7,0.91%,153,19.95%,75,9.78%,2,0.26%,0,0.00%,1,0.13%,10,1.30%,767,White
45,35,45035,152,47.06%,28,8.67%,2,0.62%,136,42.11%,2,0.62%,3,0.93%,323,,641,60.99%,12,1.14%,247,23.50%,127,12.08%,4,0.38%,0,0.00%,2,0.19%,17,1.62%,"1,051",White
45,36,45036,142,46.86%,29,9.57%,0,0.00%,132,43.56%,1,0.33%,0,0.00%,303,,862,58.52%,14,0.95%,354,24.03%,202,13.71%,1,0.07%,0,0.00%,0,0.00%,39,2.65%,"1,473",White
45,37,45037,172,56.77%,33,10.89%,1,0.33%,92,30.36%,1,0.33%,3,0.99%,303,,"1,023",57.96%,28,1.59%,508,28.78%,159,9.01%,5,0.28%,1,0.06%,3,0.17%,41,2.32%,"1,765",White
45,38,45038,207,61.06%,37,10.91%,2,0.59%,92,27.14%,0,0.00%,1,0.29%,339,,820,63.17%,17,1.31%,283,21.80%,145,11.17%,6,0.46%,1,0.08%,1,0.08%,23,1.77%,"1,298",White
45,39,45039,192,55.65%,38,11.01%,3,0.87%,107,31.01%,5,1.45%,0,0.00%,345,,893,65.37%,19,1.39%,276,20.20%,139,10.18%,9,0.66%,3,0.22%,1,0.07%,27,1.98%,"1,366",White
45,40,45040,185,56.92%,36,11.08%,3,0.92%,98,30.15%,0,0.00%,3,0.92%,325,,580,57.88%,19,1.90%,312,31.14%,63,6.29%,3,0.30%,1,0.10%,3,0.30%,21,2.10%,"1,002",White
45,41,45041,98,51.04%,23,11.98%,2,1.04%,69,35.94%,0,0.00%,0,0.00%,192,,517,59.63%,9,1.04%,205,23.64%,113,13.03%,3,0.35%,0,0.00%,0,0.00%,21,2.42%,867,White
45,42,45042,152,52.05%,22,7.53%,1,0.34%,112,38.36%,3,1.03%,2,0.68%,292,,532,69.45%,8,1.04%,158,20.63%,53,6.92%,1,0.13%,0,0.00%,1,0.13%,12,1.57%,766,White
45,43,45043,143,53.36%,29,10.82%,0,0.00%,95,35.45%,1,0.37%,0,0.00%,268,,568,70.30%,8,0.99%,160,19.80%,59,7.30%,1,0.12%,0,0.00%,0,0.00%,13,1.61%,808,White
45,44,45044,173,48.06%,36,10.00%,5,1.39%,144,40.00%,1,0.28%,1,0.28%,360,,479,73.13%,7,1.07%,104,15.88%,47,7.18%,2,0.31%,0,0.00%,1,0.15%,13,1.98%,655,White
45,45,45045,132,55.00%,23,9.58%,0,0.00%,85,35.42%,0,0.00%,0,0.00%,240,,841,68.15%,7,0.57%,301,24.39%,66,5.35%,1,0.08%,1,0.08%,0,0.00%,18,1.46%,"1,234",White
45,46,45046,185,58.73%,27,8.57%,4,1.27%,92,29.21%,5,1.59%,2,0.63%,315,,746,66.73%,11,0.98%,292,26.12%,48,4.29%,2,0.18%,0,0.00%,2,0.18%,18,1.61%,"1,118",White
45,47,45047,163,56.21%,20,6.90%,2,0.69%,105,36.21%,0,0.00%,0,0.00%,290,,666,66.67%,9,0.90%,261,26.13%,43,4.30%,2,0.20%,0,0.00%,1,0.10%,16,1.60%,999,White
45,48,45048,173,57.28%,43,14.24%,2,0.66%,78,25.83%,3,0.99%,3,0.99%,302,,516,57.91%,17,1.91%,277,31.09%,56,6.29%,3,0.34%,0,0.00%,3,0.34%,19,2.13%,891,White
45,49,45049,161,53.14%,29,9.57%,2,0.66%,108,35.64%,0,0.00%,3,0.99%,303,,766,65.41%,14,1.20%,244,20.84%,120,10.25%,4,0.34%,0,0.00%,1,0.09%,20,1.71%,"1,171",White
45,50,45050,148,51.75%,19,6.64%,2,0.70%,112,39.16%,2,0.70%,3,1.05%,286,,578,69.30%,8,0.96%,179,21.46%,55,6.59%,1,0.12%,0,0.00%,0,0.00%,13,1.56%,834,White
45,51,45051,127,42.33%,26,8.67%,4,1.33%,141,47.00%,0,0.00%,2,0.67%,300,,803,78.42%,7,0.68%,143,13.96%,50,4.88%,4,0.39%,0,0.00%,2,0.20%,14,1.37%,"1,024",White
45,52,45052,161,51.44%,22,7.03%,1,0.32%,128,40.89%,1,0.32%,0,0.00%,313,,661,78.41%,6,0.71%,118,14.00%,41,4.86%,3,0.36%,0,0.00%,2,0.24%,12,1.42%,843,White
45,53,45053,107,44.77%,24,10.04%,1,0.42%,102,42.68%,2,0.84%,2,0.84%,239,,850,69.62%,12,0.98%,251,20.56%,86,7.04%,2,0.16%,0,0.00%,1,0.08%,19,1.56%,"1,221",White
46,1,46001,370,72.98%,35,6.90%,11,2.17%,89,17.55%,2,0.39%,0,0.00%,507,,14,77.78%,2,11.11%,1,5.56%,1,5.56%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,18,White
46,2,46002,198,67.81%,49,16.78%,3,1.03%,38,13.01%,1,0.34%,3,1.03%,292,,"1,215",61.36%,92,4.65%,289,14.60%,330,16.67%,11,0.56%,0,0.00%,7,0.35%,37,1.87%,"1,980",White
