Ward,Precinct,Precinct Code,Emanuel,%,Del Valle,%,M-B,%,Chico,%,Watkins,%,Walls,%,Total,,White,%,AA,%,Hispanic,%,Asian,%,Native Am,%,Hawaiian,%,Other,%,2 or More,%,Total,Majority
46,3,46003,226,69.75%,30,9.26%,16,4.94%,45,13.89%,6,1.85%,1,0.31%,324,,345,73.56%,38,8.10%,44,9.38%,33,7.04%,1,0.21%,0,0.00%,1,0.21%,7,1.49%,469,White
46,4,46004,204,64.76%,30,9.52%,29,9.21%,41,13.02%,8,2.54%,3,0.95%,315,,234,34.98%,199,29.75%,102,15.25%,115,17.19%,4,0.60%,0,0.00%,1,0.15%,15,2.24%,669,Mixed
46,5,46005,142,67.62%,20,9.52%,7,3.33%,40,19.05%,0,0.00%,1,0.48%,210,,"1,136",68.47%,227,13.68%,150,9.04%,109,6.57%,2,0.12%,2,0.12%,2,0.12%,32,1.93%,"1,659",White
46,6,46006,254,71.15%,23,6.44%,19,5.32%,58,16.25%,0,0.00%,3,0.84%,357,,366,34.86%,311,29.62%,159,15.14%,182,17.33%,6,0.57%,0,0.00%,1,0.10%,23,2.19%,"1,050",Mixed
46,7,46007,145,72.50%,19,9.50%,2,1.00%,33,16.50%,1,0.50%,0,0.00%,200,,177,74.37%,21,8.82%,17,7.14%,18,7.56%,0,0.00%,0,0.00%,1,0.42%,5,2.10%,238,White
46,8,46008,268,71.28%,32,8.51%,25,6.65%,44,11.70%,4,1.06%,3,0.80%,376,,672,33.37%,574,28.50%,254,12.61%,467,23.19%,3,0.15%,1,0.05%,5,0.25%,37,1.84%,"2,014",Mixed
46,9,46009,192,65.31%,38,12.93%,4,1.36%,57,19.39%,3,1.02%,0,0.00%,294,,534,60.68%,165,18.75%,115,13.07%,47,5.34%,2,0.23%,0,0.00%,1,0.11%,15,1.70%,880,White
46,10,46010,163,66.26%,26,10.57%,8,3.25%,48,19.51%,1,0.41%,0,0.00%,246,,"1,254",63.43%,335,16.94%,244,12.34%,103,5.21%,3,0.15%,0,0.00%,2,0.10%,34,1.72%,"1,977",White
46,11,46011,215,66.56%,33,10.22%,15,4.64%,53,16.41%,4,1.24%,3,0.93%,323,,868,63.04%,232,16.85%,175,12.71%,73,5.30%,3,0.22%,0,0.00%,2,0.15%,24,1.74%,"1,377",White
46,12,46012,266,68.21%,56,14.36%,14,3.59%,51,13.08%,2,0.51%,1,0.26%,390,,644,51.48%,275,21.98%,228,18.23%,62,4.96%,4,0.32%,0,0.00%,5,0.40%,33,2.64%,"1,251",White
46,13,46013,212,73.61%,15,5.21%,12,4.17%,46,15.97%,3,1.04%,0,0.00%,288,,314,73.54%,34,7.96%,40,9.37%,30,7.03%,1,0.23%,0,0.00%,1,0.23%,7,1.64%,427,White
46,14,46014,172,71.67%,45,18.75%,4,1.67%,19,7.92%,0,0.00%,0,0.00%,240,,371,61.42%,28,4.64%,88,14.57%,101,16.72%,3,0.50%,0,0.00%,2,0.33%,11,1.82%,604,White
46,15,46015,256,72.52%,28,7.93%,4,1.13%,61,17.28%,2,0.57%,2,0.57%,353,,558,72.47%,49,6.36%,62,8.05%,82,10.65%,1,0.13%,1,0.13%,2,0.26%,16,2.08%,770,White
46,16,46016,194,62.18%,48,15.38%,6,1.92%,59,18.91%,4,1.28%,1,0.32%,312,,576,51.43%,247,22.05%,204,18.21%,55,4.91%,4,0.36%,0,0.00%,4,0.36%,29,2.59%,"1,120",White
46,17,46017,301,73.59%,36,8.80%,9,2.20%,57,13.94%,4,0.98%,2,0.49%,409,,712,72.43%,63,6.41%,79,8.04%,105,10.68%,1,0.10%,1,0.10%,2,0.20%,20,2.03%,983,White
46,18,46018,233,74.92%,38,12.22%,5,1.61%,32,10.29%,2,0.64%,1,0.32%,311,,266,73.48%,29,8.01%,34,9.39%,26,7.18%,1,0.28%,0,0.00%,1,0.28%,6,1.66%,362,White
46,19,46019,203,61.52%,69,20.91%,1,0.30%,53,16.06%,3,0.91%,1,0.30%,330,,527,61.28%,40,4.65%,126,14.65%,143,16.63%,5,0.58%,0,0.00%,3,0.35%,16,1.86%,860,White
46,20,46020,194,77.29%,16,6.37%,10,3.98%,24,9.56%,4,1.59%,3,1.20%,251,,324,30.74%,463,43.93%,143,13.57%,84,7.97%,4,0.38%,0,0.00%,3,0.28%,33,3.13%,"1,054",Mixed
46,21,46021,86,61.43%,23,16.43%,0,0.00%,30,21.43%,1,0.71%,0,0.00%,140,,460,63.10%,31,4.25%,166,22.77%,53,7.27%,1,0.14%,0,0.00%,1,0.14%,16,2.19%,729,White
46,22,46022,229,69.39%,22,6.67%,25,7.58%,45,13.64%,5,1.52%,4,1.21%,330,,351,33.40%,300,28.54%,133,12.65%,244,23.22%,2,0.19%,1,0.10%,3,0.29%,20,1.90%,"1,051",Mixed
46,23,46023,177,69.96%,5,1.98%,27,10.67%,28,11.07%,7,2.77%,9,3.56%,253,,178,30.69%,255,43.97%,79,13.62%,46,7.93%,2,0.34%,0,0.00%,2,0.34%,18,3.10%,580,Mixed
46,24,46024,162,73.97%,16,7.31%,0,0.00%,40,18.26%,0,0.00%,0,0.00%,219,,"1,059",76.08%,92,6.61%,118,8.48%,90,6.47%,3,0.22%,1,0.07%,3,0.22%,26,1.87%,"1,392",White
46,25,46025,286,70.79%,35,8.66%,14,3.47%,59,14.60%,5,1.24%,5,1.24%,404,,920,63.01%,246,16.85%,186,12.74%,77,5.27%,3,0.21%,0,0.00%,2,0.14%,25,1.71%,"1,460",White
46,26,46026,223,66.57%,36,10.75%,26,7.76%,41,12.24%,8,2.39%,1,0.30%,335,,501,30.68%,717,43.91%,222,13.59%,130,7.96%,6,0.37%,0,0.00%,5,0.31%,52,3.18%,"1,633",Mixed
46,27,46027,251,65.88%,38,9.97%,11,2.89%,79,20.73%,2,0.52%,0,0.00%,381,,"1,692",48.45%,990,28.35%,517,14.81%,205,5.87%,21,0.60%,1,0.03%,5,0.14%,64,1.83%,"3,492",Mixed
46,28,46028,237,70.96%,21,6.29%,4,1.20%,68,20.36%,3,0.90%,1,0.30%,334,,389,72.44%,34,6.33%,43,8.01%,57,10.61%,1,0.19%,1,0.19%,1,0.19%,11,2.05%,537,White
46,29,46029,185,69.55%,23,8.65%,7,2.63%,47,17.67%,3,1.13%,1,0.38%,266,,105,73.43%,12,8.39%,13,9.09%,10,6.99%,0,0.00%,0,0.00%,0,0.00%,2,1.40%,143,White
46,30,46030,231,70.21%,36,10.94%,8,2.43%,48,14.59%,5,1.52%,1,0.30%,329,,214,72.54%,19,6.44%,24,8.14%,31,10.51%,0,0.00%,0,0.00%,1,0.34%,6,2.03%,295,White
46,31,46031,272,76.84%,27,7.63%,1,0.28%,52,14.69%,2,0.56%,0,0.00%,354,,313,73.47%,34,7.98%,40,9.39%,30,7.04%,1,0.23%,0,0.00%,1,0.23%,7,1.64%,426,White
46,32,46032,174,61.05%,13,4.56%,45,15.79%,40,14.04%,8,2.81%,5,1.75%,285,,292,43.13%,220,32.50%,105,15.51%,41,6.06%,5,0.74%,0,0.00%,1,0.15%,13,1.92%,677,Mixed
46,33,46033,246,71.10%,33,9.54%,5,1.45%,57,16.47%,1,0.29%,4,1.16%,346,,"7,247",73.68%,799,8.12%,796,8.09%,773,7.86%,17,0.17%,4,0.04%,19,0.19%,181,1.84%,"9,836",White
46,34,46034,201,72.83%,28,10.14%,15,5.43%,28,10.14%,2,0.72%,2,0.72%,276,,470,63.09%,126,16.91%,95,12.75%,39,5.23%,1,0.13%,0,0.00%,1,0.13%,13,1.74%,745,White
46,35,46035,285,65.67%,38,8.76%,26,5.99%,78,17.97%,6,1.38%,1,0.23%,434,,694,51.48%,296,21.96%,246,18.25%,66,4.90%,5,0.37%,0,0.00%,5,0.37%,35,2.60%,"1,348",White
46,36,46036,212,70.90%,19,6.35%,5,1.67%,63,21.07%,0,0.00%,0,0.00%,299,,110,73.83%,12,8.05%,14,9.40%,11,7.38%,0,0.00%,0,0.00%,0,0.00%,2,1.34%,149,White
46,37,46037,175,75.76%,22,9.52%,1,0.43%,32,13.85%,0,0.00%,1,0.43%,231,,565,73.47%,62,8.06%,72,9.36%,54,7.02%,1,0.13%,0,0.00%,1,0.13%,12,1.56%,769,White
46,38,46038,212,68.39%,27,8.71%,22,7.10%,39,12.58%,5,1.61%,5,1.61%,310,,196,42.70%,148,32.24%,70,15.25%,32,6.97%,3,0.65%,0,0.00%,1,0.22%,8,1.74%,459,Mixed
46,39,46039,250,71.02%,25,7.10%,5,1.42%,71,20.17%,1,0.28%,0,0.00%,352,,126,74.12%,15,8.82%,12,7.06%,13,7.65%,0,0.00%,0,0.00%,0,0.00%,3,1.76%,170,White
46,40,46040,152,66.96%,22,9.69%,26,11.45%,20,8.81%,5,2.20%,2,0.88%,227,,275,33.25%,240,29.02%,125,15.11%,162,19.59%,5,0.60%,0,0.00%,1,0.12%,19,2.30%,827,Mixed
46,41,46041,227,71.61%,30,9.46%,23,7.26%,29,9.15%,4,1.26%,4,1.26%,317,,331,33.43%,282,28.48%,125,12.63%,229,23.13%,2,0.20%,0,0.00%,2,0.20%,18,1.82%,990,Mixed
46,42,46042,230,69.28%,42,12.65%,27,8.13%,29,8.73%,3,0.90%,1,0.30%,332,,504,51.48%,216,22.06%,179,18.28%,48,4.90%,3,0.31%,0,0.00%,4,0.41%,26,2.66%,979,White
46,43,46043,267,76.29%,25,7.14%,4,1.14%,53,15.14%,2,0.57%,1,0.29%,350,,796,76.69%,58,5.59%,82,7.90%,78,7.51%,1,0.10%,0,0.00%,2,0.19%,20,1.93%,"1,038",White
46,44,46044,174,71.31%,12,4.92%,23,9.43%,32,13.11%,2,0.82%,1,0.41%,244,,405,74.45%,59,10.85%,45,8.27%,21,3.86%,1,0.18%,0,0.00%,1,0.18%,11,2.02%,544,White
46,45,46045,224,68.71%,24,7.36%,5,1.53%,68,20.86%,3,0.92%,2,0.61%,326,,112,74.17%,13,8.61%,11,7.28%,11,7.28%,0,0.00%,0,0.00%,0,0.00%,3,1.99%,151,White
46,46,46046,212,69.06%,35,11.40%,10,3.26%,43,14.01%,4,1.30%,3,0.98%,307,,361,51.42%,155,22.08%,128,18.23%,35,4.99%,2,0.28%,0,0.00%,3,0.43%,18,2.56%,702,White
46,47,46047,76,60.80%,17,13.60%,7,5.60%,23,18.40%,1,0.80%,1,0.80%,125,,367,31.50%,503,43.18%,159,13.65%,91,7.81%,5,0.43%,0,0.00%,3,0.26%,36,3.09%,"1,165",Mixed
47,1,47001,197,60.24%,60,18.35%,3,0.92%,64,19.57%,0,0.00%,3,0.92%,327,,847,62.01%,36,2.64%,302,22.11%,138,10.10%,4,0.29%,0,0.00%,7,0.51%,33,2.42%,"1,366",White
47,2,47002,170,65.64%,28,10.81%,0,0.00%,61,23.55%,0,0.00%,0,0.00%,259,,733,82.64%,12,1.35%,78,8.79%,40,4.51%,1,0.11%,1,0.11%,0,0.00%,23,2.59%,887,White
47,3,47003,195,66.33%,32,10.88%,1,0.34%,65,22.11%,1,0.34%,1,0.34%,294,,678,74.75%,22,2.43%,132,14.55%,56,6.17%,2,0.22%,0,0.00%,2,0.22%,16,1.76%,907,White
47,4,47004,249,70.94%,46,13.11%,1,0.28%,54,15.38%,0,0.00%,1,0.28%,351,,736,82.60%,12,1.35%,78,8.75%,40,4.49%,1,0.11%,1,0.11%,0,0.00%,23,2.58%,891,White
47,5,47005,235,67.14%,46,13.14%,3,0.86%,61,17.43%,3,0.86%,2,0.57%,350,,833,70.59%,79,6.69%,175,14.83%,60,5.08%,3,0.25%,0,0.00%,2,0.17%,29,2.46%,"1,180",White
47,6,47006,257,70.41%,51,13.97%,1,0.27%,56,15.34%,0,0.00%,0,0.00%,365,,770,82.71%,13,1.40%,84,9.02%,41,4.40%,1,0.11%,1,0.11%,0,0.00%,22,2.36%,931,White
47,7,47007,215,65.55%,30,9.15%,0,0.00%,82,25.00%,0,0.00%,1,0.30%,328,,735,82.58%,12,1.35%,78,8.76%,40,4.49%,1,0.11%,1,0.11%,0,0.00%,23,2.58%,890,White
47,8,47008,314,70.88%,67,15.12%,3,0.68%,59,13.32%,0,0.00%,0,0.00%,443,,959,74.69%,31,2.41%,187,14.56%,80,6.23%,3,0.23%,1,0.08%,3,0.23%,22,1.71%,"1,284",White
47,9,47009,156,58.65%,28,10.53%,3,1.13%,77,28.95%,0,0.00%,2,0.75%,266,,578,64.37%,39,4.34%,227,25.28%,39,4.34%,3,0.33%,0,0.00%,1,0.11%,10,1.11%,898,White
47,10,47010,146,68.22%,37,17.29%,0,0.00%,29,13.55%,0,0.00%,2,0.93%,214,,415,69.75%,23,3.87%,103,17.31%,39,6.55%,1,0.17%,0,0.00%,1,0.17%,14,2.35%,595,White
47,11,47011,332,67.07%,71,14.34%,7,1.41%,81,16.36%,1,0.20%,3,0.61%,495,,"1,529",67.96%,49,2.18%,450,20.00%,161,7.16%,4,0.18%,1,0.04%,10,0.44%,47,2.09%,"2,250",White
47,12,47012,222,66.07%,39,11.61%,5,1.49%,66,19.64%,2,0.60%,2,0.60%,336,,634,79.35%,13,1.63%,97,12.14%,36,4.51%,2,0.25%,0,0.00%,2,0.25%,15,1.88%,799,White
47,13,47013,288,66.67%,70,16.20%,4,0.93%,66,15.28%,3,0.69%,1,0.23%,432,,808,73.45%,54,4.91%,142,12.91%,70,6.36%,1,0.09%,0,0.00%,1,0.09%,22,2.00%,"1,100",White
47,14,47014,153,65.38%,44,18.80%,1,0.43%,33,14.10%,2,0.85%,1,0.43%,234,,428,73.16%,18,3.08%,89,15.21%,35,5.98%,0,0.00%,0,0.00%,1,0.17%,11,1.88%,585,White
47,15,47015,211,60.46%,66,18.91%,10,2.87%,56,16.05%,2,0.57%,4,1.15%,349,,810,71.18%,36,3.16%,188,16.52%,72,6.33%,1,0.09%,0,0.00%,1,0.09%,30,2.64%,"1,138",White
47,16,47016,208,62.09%,68,20.30%,0,0.00%,57,17.01%,1,0.30%,1,0.30%,335,,860,72.57%,21,1.77%,210,17.72%,67,5.65%,1,0.08%,0,0.00%,2,0.17%,24,2.03%,"1,185",White
47,17,47017,228,68.26%,32,9.58%,4,1.20%,68,20.36%,1,0.30%,1,0.30%,334,,644,73.10%,15,1.70%,151,17.14%,49,5.56%,1,0.11%,0,0.00%,2,0.23%,18,2.04%,881,White
47,18,47018,252,75.00%,30,8.93%,2,0.60%,48,14.29%,1,0.30%,3,0.89%,336,,910,79.96%,28,2.46%,138,12.13%,33,2.90%,0,0.00%,1,0.09%,3,0.26%,24,2.11%,"1,138",White
47,19,47019,242,66.85%,63,17.40%,5,1.38%,51,14.09%,0,0.00%,1,0.28%,362,,727,66.45%,17,1.55%,232,21.21%,91,8.32%,1,0.09%,1,0.09%,0,0.00%,25,2.29%,"1,094",White
47,20,47020,260,64.84%,63,15.71%,4,1.00%,72,17.96%,1,0.25%,1,0.25%,401,,957,67.25%,25,1.76%,286,20.10%,114,8.01%,2,0.14%,1,0.07%,3,0.21%,34,2.39%,"1,423",White
47,21,47021,204,59.13%,68,19.71%,7,2.03%,66,19.13%,0,0.00%,1,0.29%,345,,823,71.38%,39,3.38%,186,16.13%,73,6.33%,1,0.09%,0,0.00%,1,0.09%,30,2.60%,"1,153",White
47,22,47022,193,62.06%,47,15.11%,2,0.64%,65,20.90%,3,0.96%,1,0.32%,311,,763,76.07%,16,1.60%,148,14.76%,48,4.79%,0,0.00%,0,0.00%,2,0.20%,24,2.39%,"1,003",White
47,23,47023,103,61.31%,41,24.40%,3,1.79%,19,11.31%,1,0.60%,1,0.60%,168,,360,69.23%,14,2.69%,98,18.85%,32,6.15%,1,0.19%,0,0.00%,4,0.77%,10,1.92%,520,White
47,24,47024,217,69.77%,39,12.54%,3,0.96%,49,15.76%,3,0.96%,0,0.00%,311,,"1,040",79.88%,32,2.46%,158,12.14%,38,2.92%,1,0.08%,2,0.15%,3,0.23%,28,2.15%,"1,302",White
47,25,47025,279,74.60%,35,9.36%,6,1.60%,54,14.44%,0,0.00%,0,0.00%,374,,"1,270",75.10%,51,3.02%,259,15.32%,72,4.26%,1,0.06%,0,0.00%,4,0.24%,34,2.01%,"1,691",White
47,26,47026,311,63.73%,99,20.29%,5,1.02%,69,14.14%,2,0.41%,2,0.41%,488,,945,69.18%,37,2.71%,259,18.96%,84,6.15%,3,0.22%,0,0.00%,12,0.88%,26,1.90%,"1,366",White
47,27,47027,186,62.84%,30,10.14%,3,1.01%,76,25.68%,1,0.34%,0,0.00%,296,,859,83.16%,16,1.55%,101,9.78%,38,3.68%,1,0.10%,0,0.00%,1,0.10%,15,1.45%,"1,033",White
47,28,47028,298,69.79%,52,12.18%,1,0.23%,72,16.86%,2,0.47%,2,0.47%,427,,871,75.22%,26,2.25%,167,14.42%,67,5.79%,2,0.17%,0,0.00%,3,0.26%,21,1.81%,"1,158",White
47,29,47029,234,63.76%,32,8.72%,4,1.09%,96,26.16%,1,0.27%,0,0.00%,367,,"1,072",83.04%,19,1.47%,122,9.45%,51,3.95%,1,0.08%,0,0.00%,1,0.08%,24,1.86%,"1,291",White
47,30,47030,237,65.83%,62,17.22%,3,0.83%,55,15.28%,1,0.28%,2,0.56%,360,,780,63.16%,52,4.21%,282,22.83%,90,7.29%,2,0.16%,0,0.00%,2,0.16%,26,2.11%,"1,235",White
47,31,47031,222,67.27%,46,13.94%,8,2.42%,49,14.85%,5,1.52%,0,0.00%,330,,798,63.23%,51,4.04%,292,23.14%,83,6.58%,3,0.24%,0,0.00%,5,0.40%,30,2.38%,"1,262",White
47,32,47032,199,59.05%,75,22.26%,2,0.59%,61,18.10%,0,0.00%,0,0.00%,337,,716,63.14%,48,4.23%,259,22.84%,83,7.32%,2,0.18%,0,0.00%,2,0.18%,24,2.12%,"1,134",White
47,33,47033,182,59.87%,58,19.08%,3,0.99%,60,19.74%,1,0.33%,0,0.00%,304,,531,76.07%,11,1.58%,103,14.76%,33,4.73%,0,0.00%,0,0.00%,1,0.14%,17,2.44%,698,White
47,34,47034,262,65.66%,64,16.04%,3,0.75%,62,15.54%,5,1.25%,2,0.50%,399,,756,64.78%,52,4.46%,251,21.51%,71,6.08%,4,0.34%,0,0.00%,4,0.34%,30,2.57%,"1,167",White
47,35,47035,367,76.14%,42,8.71%,4,0.83%,64,13.28%,1,0.21%,4,0.83%,482,,"1,073",74.62%,34,2.36%,209,14.53%,89,6.19%,3,0.21%,1,0.07%,4,0.28%,25,1.74%,"1,438",White
47,36,47036,310,67.69%,77,16.81%,2,0.44%,64,13.97%,2,0.44%,3,0.66%,458,,"1,380",69.70%,75,3.79%,344,17.37%,128,6.46%,2,0.10%,0,0.00%,6,0.30%,45,2.27%,"1,980",White
47,37,47037,302,68.79%,66,15.03%,3,0.68%,66,15.03%,1,0.23%,1,0.23%,439,,"1,182",79.28%,25,1.68%,181,12.14%,68,4.56%,4,0.27%,0,0.00%,4,0.27%,28,1.88%,"1,491",White
47,38,47038,248,67.39%,61,16.58%,2,0.54%,55,14.95%,2,0.54%,0,0.00%,368,,828,68.94%,31,2.58%,231,19.23%,77,6.41%,2,0.17%,0,0.00%,9,0.75%,23,1.92%,"1,201",White
47,39,47039,240,75.47%,40,12.58%,1,0.31%,34,10.69%,2,0.63%,1,0.31%,318,,742,70.53%,41,3.90%,198,18.82%,43,4.09%,1,0.10%,0,0.00%,1,0.10%,25,2.38%,"1,052",White
47,40,47040,211,66.77%,53,16.77%,2,0.63%,47,14.87%,1,0.32%,2,0.63%,316,,654,71.09%,29,3.15%,152,16.52%,58,6.30%,1,0.11%,0,0.00%,1,0.11%,24,2.61%,920,White
47,41,47041,376,71.08%,60,11.34%,7,1.32%,80,15.12%,4,0.76%,0,0.00%,529,,"1,330",60.90%,319,14.61%,361,16.53%,107,4.90%,6,0.27%,0,0.00%,5,0.23%,56,2.56%,"2,184",White
47,42,47042,157,57.51%,59,21.61%,5,1.83%,48,17.58%,2,0.73%,2,0.73%,273,,"1,034",76.88%,22,1.64%,194,14.42%,61,4.54%,0,0.00%,0,0.00%,4,0.30%,30,2.23%,"1,345",White
47,43,47043,163,76.53%,16,7.51%,0,0.00%,33,15.49%,0,0.00%,1,0.47%,213,,563,81.48%,11,1.59%,68,9.84%,36,5.21%,1,0.14%,0,0.00%,1,0.14%,10,1.45%,691,White
47,44,47044,260,73.65%,24,6.80%,6,1.70%,58,16.43%,2,0.57%,3,0.85%,353,,657,79.44%,24,2.90%,82,9.92%,50,6.05%,2,0.24%,1,0.12%,2,0.24%,10,1.21%,827,White
47,45,47045,242,65.94%,70,19.07%,4,1.09%,48,13.08%,3,0.82%,0,0.00%,367,,632,77.26%,13,1.59%,117,14.30%,36,4.40%,0,0.00%,0,0.00%,3,0.37%,18,2.20%,818,White
47,46,47046,159,64.90%,37,15.10%,1,0.41%,48,19.59%,0,0.00%,0,0.00%,245,,784,77.09%,13,1.28%,148,14.55%,53,5.21%,0,0.00%,0,0.00%,0,0.00%,16,1.57%,"1,017",White
47,47,47047,184,63.89%,42,14.58%,8,2.78%,51,17.71%,2,0.69%,1,0.35%,288,,860,83.25%,17,1.65%,88,8.52%,43,4.16%,1,0.10%,1,0.10%,2,0.19%,23,2.23%,"1,033",White
47,48,47048,42,75.00%,5,8.93%,3,5.36%,5,8.93%,0,0.00%,1,1.79%,56,,556,66.11%,34,4.04%,201,23.90%,34,4.04%,3,0.36%,0,0.00%,1,0.12%,9,1.07%,841,White
47,49,47049,130,64.68%,30,14.93%,4,1.99%,35,17.41%,1,0.50%,1,0.50%,201,,715,81.53%,14,1.60%,86,9.81%,46,5.25%,1,0.11%,0,0.00%,2,0.23%,13,1.48%,877,White
47,50,47050,218,68.55%,32,10.06%,0,0.00%,68,21.38%,0,0.00%,0,0.00%,318,,968,82.03%,18,1.53%,113,9.58%,58,4.92%,1,0.08%,0,0.00%,3,0.25%,17,1.44%,"1,180",White
47,51,47051,121,62.69%,21,10.88%,3,1.55%,47,24.35%,1,0.52%,0,0.00%,193,,736,82.60%,12,1.35%,78,8.75%,40,4.49%,1,0.11%,1,0.11%,0,0.00%,23,2.58%,891,White
47,52,47052,157,69.16%,27,11.89%,7,3.08%,35,15.42%,1,0.44%,0,0.00%,227,,227,74.92%,7,2.31%,44,14.52%,19,6.27%,1,0.33%,0,0.00%,1,0.33%,5,1.65%,303,White
48,1,48001,181,62.41%,51,17.59%,8,2.76%,46,15.86%,3,1.03%,1,0.34%,290,,692,56.08%,99,8.02%,314,25.45%,96,7.78%,2,0.16%,1,0.08%,1,0.08%,29,2.35%,"1,234",White
48,2,48002,152,65.52%,26,11.21%,11,4.74%,36,15.52%,5,2.16%,2,0.86%,232,,97,54.49%,34,19.10%,18,10.11%,24,13.48%,0,0.00%,0,0.00%,0,0.00%,4,2.25%,178,White
48,3,48003,239,70.29%,44,12.94%,9,2.65%,44,12.94%,3,0.88%,1,0.29%,340,,756,44.18%,452,26.42%,313,18.29%,134,7.83%,3,0.18%,1,0.06%,5,0.29%,49,2.86%,"1,711",Mixed
48,4,48004,236,70.45%,31,9.25%,6,1.79%,60,17.91%,2,0.60%,0,0.00%,335,,201,46.00%,93,21.28%,42,9.61%,89,20.37%,1,0.23%,0,0.00%,1,0.23%,10,2.29%,437,Mixed
48,5,48005,178,66.67%,31,11.61%,2,0.75%,52,19.48%,3,1.12%,1,0.37%,267,,369,51.18%,134,18.59%,69,9.57%,126,17.48%,0,0.00%,0,0.00%,2,0.28%,20,2.77%,721,White
48,6,48006,227,70.06%,25,7.72%,29,8.95%,37,11.42%,3,0.93%,3,0.93%,324,,561,57.01%,175,17.78%,117,11.89%,102,10.37%,4,0.41%,0,0.00%,2,0.20%,23,2.34%,984,White
48,7,48007,134,60.63%,46,20.81%,2,0.90%,37,16.74%,2,0.90%,0,0.00%,221,,489,70.66%,30,4.34%,76,10.98%,75,10.84%,1,0.14%,0,0.00%,2,0.29%,19,2.75%,692,White
48,8,48008,147,68.06%,25,11.57%,3,1.39%,40,18.52%,0,0.00%,1,0.46%,216,,245,47.76%,132,25.73%,66,12.87%,53,10.33%,1,0.19%,0,0.00%,2,0.39%,13,2.53%,513,Mixed
48,9,48009,190,70.37%,14,5.19%,10,3.70%,54,20.00%,2,0.74%,0,0.00%,270,,526,56.93%,96,10.39%,72,7.79%,200,21.65%,2,0.22%,0,0.00%,3,0.32%,26,2.81%,924,White
48,10,48010,131,63.90%,34,16.59%,4,1.95%,35,17.07%,1,0.49%,0,0.00%,205,,327,70.78%,20,4.33%,51,11.04%,50,10.82%,1,0.22%,0,0.00%,1,0.22%,13,2.81%,462,White
48,11,48011,213,72.20%,46,15.59%,2,0.68%,33,11.19%,1,0.34%,0,0.00%,295,,653,70.67%,40,4.33%,102,11.04%,99,10.71%,1,0.11%,0,0.00%,2,0.22%,26,2.81%,924,White
48,12,48012,192,70.33%,28,10.26%,9,3.30%,44,16.12%,0,0.00%,0,0.00%,273,,376,55.29%,135,19.85%,85,12.50%,62,9.12%,3,0.44%,0,0.00%,2,0.29%,17,2.50%,680,White
48,13,48013,169,68.70%,30,12.20%,8,3.25%,39,15.85%,0,0.00%,0,0.00%,246,,243,54.00%,97,21.56%,49,10.89%,46,10.22%,1,0.22%,0,0.00%,2,0.44%,12,2.67%,450,White
48,14,48014,239,73.31%,29,8.90%,22,6.75%,31,9.51%,2,0.61%,4,1.23%,326,,"1,728",60.21%,403,14.04%,311,10.84%,357,12.44%,7,0.24%,0,0.00%,3,0.10%,61,2.13%,"2,870",White
48,15,48015,93,61.18%,13,8.55%,9,5.92%,33,21.71%,3,1.97%,1,0.66%,152,,"1,089",59.61%,214,11.71%,144,7.88%,336,18.39%,3,0.16%,0,0.00%,2,0.11%,40,2.19%,"1,827",White
48,16,48016,167,70.46%,23,9.70%,10,4.22%,32,13.50%,3,1.27%,2,0.84%,237,,"1,120",47.74%,605,25.79%,305,13.00%,245,10.44%,5,0.21%,0,0.00%,8,0.34%,58,2.47%,"2,346",Mixed
48,17,48017,199,62.38%,50,15.67%,5,1.57%,61,19.12%,3,0.94%,1,0.31%,319,,276,46.00%,127,21.17%,58,9.67%,123,20.50%,2,0.33%,0,0.00%,1,0.17%,13,2.17%,600,Mixed
48,18,48018,97,63.40%,16,10.46%,19,12.42%,17,11.11%,3,1.96%,1,0.65%,153,,464,47.79%,250,25.75%,126,12.98%,101,10.40%,2,0.21%,0,0.00%,3,0.31%,24,2.47%,971,Mixed
48,19,48019,149,64.22%,34,14.66%,8,3.45%,36,15.52%,3,1.29%,2,0.86%,232,,558,70.63%,34,4.30%,87,11.01%,85,10.76%,1,0.13%,0,0.00%,2,0.25%,22,2.78%,790,White
48,20,48020,142,72.08%,22,11.17%,1,0.51%,32,16.24%,0,0.00%,0,0.00%,197,,558,70.63%,34,4.30%,87,11.01%,85,10.76%,1,0.13%,0,0.00%,2,0.25%,22,2.78%,790,White
48,21,48021,179,64.16%,9,3.23%,50,17.92%,36,12.90%,3,1.08%,2,0.72%,279,,646,33.25%,565,29.08%,293,15.08%,380,19.56%,11,0.57%,1,0.05%,3,0.15%,44,2.26%,"1,943",Mixed
48,22,48022,284,72.08%,32,8.12%,15,3.81%,61,15.48%,0,0.00%,2,0.51%,394,,103,45.58%,57,25.22%,32,14.16%,29,12.83%,0,0.00%,0,0.00%,1,0.44%,5,2.21%,226,Mixed
48,23,48023,161,65.45%,21,8.54%,11,4.47%,48,19.51%,2,0.81%,3,1.22%,246,,161,46.00%,74,21.14%,34,9.71%,72,20.57%,1,0.29%,0,0.00%,1,0.29%,8,2.29%,350,Mixed
48,24,48024,115,75.16%,18,11.76%,8,5.23%,10,6.54%,2,1.31%,0,0.00%,153,,134,45.89%,62,21.23%,28,9.59%,60,20.55%,1,0.34%,0,0.00%,1,0.34%,6,2.05%,292,Mixed
