"Elec"
"Emanuel","Emanuel_Pct","Pct","Votes Cast","Wilson","Wilson_Pct","property10","property7","property8","property9"
"477","86.26%","37","553","65","11.75%","1.08%","5","0.90%","6"
"520","99.81%","38","521","1","0.19%","0.00%","0","0.00%","0"
"507","99.61%","39","509","2","0.39%","0.00%","0","0.00%","0"
"568","99.82%","40","569","1","0.18%","0.00%","0","0.00%","0"
"447","99.33%","41","450","3","0.67%","0.00%","0","0.00%","0"
"26620","99.03%","","","208","0.77%","0.10%","24","0.09%","28"
"534","98.52%","42","542","6","1.11%","0.00%","2","0.37%","0"
"500","99.21%","43","504","1","0.20%","0.00%","3","0.60%","0"
"405","99.02%","44","409","4","0.98%","0.00%","0","0.00%","0"
"489","99.59%","45","491","2","0.41%","0.00%","0","0.00%","0"
"575","97.13%","46","592","14","2.36%","0.51%","0","0.00%","3"
"520","99.81%","47","521","1","0.19%","0.00%","0","0.00%","0"
"524","99.05%","48","529","5","0.95%","0.00%","0","0.00%","0"
"527","100.00%","49","527","0","0.00%","0.00%","0","0.00%","0"
"626","99.37%","50","630","2","0.32%","0.00%","2","0.32%","0"
"503","99.02%","51","508","4","0.79%","0.20%","0","0.00%","1"
"","%","","Votes Cast","","%","%","","%",""
"422","96.57%","1","437","14","3.20%","0.23%","0","0.00%","1"
"282","61.71%","2","457","167","36.54%","0.88%","4","0.88%","4"
"245","65.51%","3","374","125","33.42%","0.27%","3","0.80%","1"
"430","94.51%","4","455","21","4.62%","0.44%","2","0.44%","2"
"250","65.45%","5","382","129","33.77%","0.00%","3","0.79%","0"
"280","80.46%","6","348","66","18.97%","0.57%","0","0.00%","2"
"306","90.00%","7","340","31","9.12%","0.29%","2","0.59%","1"
"466","98.11%","8","475","9","1.89%","0.00%","0","0.00%","0"
"283","62.47%","9","453","168","37.09%","0.22%","1","0.22%","1"
"321","74.48%","10","431","101","23.43%","0.70%","6","1.39%","3"
"426","82.40%","11","517","89","17.21%","0.19%","1","0.19%","1"
"145","65.32%","12","222","75","33.78%","0.45%","1","0.45%","1"
"380","88.79%","13","428","48","11.21%","0.00%","0","0.00%","0"
"411","76.68%","14","536","117","21.83%","0.56%","5","0.93%","3"
"924","99.46%","15","929","3","0.32%","0.11%","1","0.11%","1"
"280","79.55%","16","352","63","17.90%","1.70%","3","0.85%","6"
"367","66.01%","17","556","181","32.55%","0.54%","5","0.90%","3"
"315","95.17%","18","331","13","3.93%","0.60%","1","0.30%","2"
"","%","","Votes Cast","","%","%","","%",""
"290","71.60%","19","405","107","26.42%","0.49%","6","1.48%","2"
"346","78.28%","20","442","95","21.49%","0.00%","1","0.23%","0"
"352","80.92%","21","435","81","18.62%","0.23%","1","0.23%","1"
"231","86.52%","22","267","31","11.61%","1.12%","2","0.75%","3"
"364","85.65%","23","425","55","12.94%","0.47%","4","0.94%","2"
"272","61.12%","24","445","170","38.20%","0.22%","2","0.45%","1"
"140","94.59%","25","148","7","4.73%","0.68%","0","0.00%","1"
"318","92.17%","26","345","27","7.83%","0.00%","0","0.00%","0"
"582","97.32%","27","598","15","2.51%","0.00%","1","0.17%","0"
"339","82.48%","28","411","69","16.79%","0.24%","2","0.49%","1"
"295","78.46%","29","376","76","20.21%","0.27%","4","1.06%","1"
"12009","81.61%","","","2585","17.57%","0.35%","70","0.48%","52"
"326","82.74%","30","394","63","15.99%","0.51%","3","0.76%","2"
"329","89.89%","31","366","34","9.29%","0.55%","1","0.27%","2"
"276","75.00%","32","368","89","24.18%","0.54%","1","0.27%","2"
"242","85.51%","33","283","38","13.43%","0.71%","1","0.35%","2"
"354","94.15%","34","376","22","5.85%","0.00%","0","0.00%","0"
"298","62.08%","35","480","180","37.50%","0.00%","2","0.42%","0"
"122","94.57%","36","129","6","4.65%","0.00%","1","0.78%","0"
"","%","","Votes Cast","","%","%","","%",""
"341","73.81%","1","462","114","24.68%","0.22%","6","1.30%","1"
"101","75.94%","2","133","30","22.56%","0.00%","2","1.50%","0"
"429","89.94%","3","477","35","7.34%","1.89%","4","0.84%","9"
"365","82.77%","4","441","73","16.55%","0.45%","1","0.23%","2"
"365","85.28%","5","428","52","12.15%","2.10%","2","0.47%","9"
"493","77.27%","6","638","135","21.16%","0.47%","7","1.10%","3"
"522","82.73%","7","631","96","15.21%","0.63%","9","1.43%","4"
"353","79.86%","8","442","83","18.78%","0.45%","4","0.90%","2"
"344","76.79%","9","448","98","21.88%","0.89%","2","0.45%","4"
"250","83.06%","10","301","46","15.28%","1.33%","1","0.33%","4"
"374","74.35%","11","503","121","24.06%","0.40%","6","1.19%","2"
"367","68.98%","12","532","163","30.64%","0.38%","0","0.00%","2"
"316","67.23%","13","470","145","30.85%","1.06%","4","0.85%","5"
"325","71.12%","14","457","125","27.35%","0.44%","5","1.09%","2"
"272","74.32%","15","366","84","22.95%","1.37%","5","1.37%","5"
"245","64.64%","16","379","130","34.30%","0.26%","3","0.79%","1"
"359","72.38%","17","496","111","22.38%","2.62%","13","2.62%","13"
"","%","","Votes Cast","","%","%","","%",""
"307","72.24%","18","425","113","26.59%","0.71%","2","0.47%","3"
"454","78.55%","19","578","99","17.13%","2.60%","10","1.73%","15"
"314","68.86%","20","456","137","30.04%","0.00%","5","1.10%","0"
"415","67.48%","21","615","185","30.08%","1.14%","8","1.30%","7"
"319","71.21%","22","448","121","27.01%","0.45%","6","1.34%","2"
"339","69.90%","23","485","133","27.42%","1.03%","8","1.65%","5"
"339","63.13%","24","537","192","35.75%","0.37%","4","0.74%","2"
"329","73.27%","25","449","112","24.94%","0.89%","4","0.89%","4"
"284","69.27%","26","410","115","28.05%","0.49%","9","2.20%","2"
"266","80.12%","27","332","62","18.67%","0.90%","1","0.30%","3"
"11255","73.46%","","","3774","24.63%","0.82%","167","1.09%","126"
"271","65.78%","28","412","133","32.28%","0.73%","5","1.21%","3"
"354","65.19%","29","543","171","31.49%","0.74%","14","2.58%","4"
"297","72.79%","30","408","107","26.23%","0.25%","3","0.74%","1"
"328","64.57%","31","508","174","34.25%","0.59%","3","0.59%","3"
"234","70.91%","32","330","92","27.88%","0.61%","2","0.61%","2"
"432","77.70%","33","556","115","20.68%","0.18%","8","1.44%","1"
"152","67.26%","34","226","72","31.86%","0.44%","1","0.44%","1"
"","%","","Votes Cast","","%","%","","%",""
"312","80.00%","1","390","66","16.92%","1.54%","6","1.54%","6"
"318","86.41%","2","368","49","13.32%","0.00%","1","0.27%","0"
"399","81.43%","3","490","69","14.08%","2.65%","9","1.84%","13"
"358","81.00%","4","442","75","16.97%","1.13%","4","0.90%","5"
"296","76.49%","5","387","80","20.67%","1.55%","5","1.29%","6"
"357","85.41%","6","418","56","13.40%","0.96%","1","0.24%","4"
"327","90.58%","7","361","21","5.82%","2.49%","4","1.11%","9"
"365","83.91%","8","435","65","14.94%","0.23%","4","0.92%","1"
"280","83.83%","9","334","51","15.27%","0.60%","1","0.30%","2"
"355","91.03%","10","390","25","6.41%","1.79%","3","0.77%","7"
"343","91.71%","11","374","24","6.42%","0.27%","6","1.60%","1"
"336","84.63%","12","397","56","14.11%","0.25%","4","1.01%","1"
"","%","","Votes Cast","","%","%","","%",""
"353","83.45%","13","423","63","14.89%","1.18%","2","0.47%","5"
"302","93.21%","14","324","17","5.25%","1.23%","1","0.31%","4"
"306","89.47%","15","342","34","9.94%","0.00%","2","0.58%","0"
"334","91.01%","16","367","26","7.08%","1.36%","2","0.54%","5"
"346","86.50%","17","400","48","12.00%","0.75%","3","0.75%","3"
"325","89.29%","18","364","33","9.07%","1.10%","2","0.55%","4"
"303","82.34%","19","368","60","16.30%","1.36%","0","0.00%","5"
"7663","85.88%","","","1084","12.15%","1.14%","74","0.83%","102"
"371","86.28%","20","430","54","12.56%","0.47%","3","0.70%","2"
"375","86.81%","21","432","51","11.81%","0.69%","3","0.69%","3"
"272","90.37%","22","301","15","4.98%","3.65%","3","1.00%","11"
"330","85.49%","23","386","46","11.92%","1.30%","5","1.30%","5"
"","%","","Votes Cast","","%","%","","%",""
"225","67.16%","1","335","107","31.94%","0.60%","1","0.30%","2"
"189","60.58%","2","312","121","38.78%","0.64%","0","0.00%","2"
"219","81.41%","3","269","49","18.22%","0.00%","1","0.37%","0"
"250","58.69%","4","426","168","39.44%","0.94%","4","0.94%","4"
"330","80.68%","5","409","79","19.32%","0.00%","0","0.00%","0"
"179","49.31%","6","363","178","49.04%","0.83%","3","0.83%","3"
"245","81.94%","7","299","50","16.72%","0.33%","3","1.00%","1"
"177","59.40%","8","298","118","39.60%","0.67%","1","0.34%","2"
"294","75.00%","9","392","90","22.96%","1.28%","3","0.77%","5"
"178","49.31%","10","361","179","49.58%","0.83%","1","0.28%","3"
"248","63.43%","11","391","136","34.78%","1.28%","2","0.51%","5"
"248","78.98%","12","314","62","19.75%","0.32%","3","0.96%","1"
"311","81.41%","13","382","69","18.06%","0.00%","2","0.52%","0"
"249","72.81%","14","342","89","26.02%","0.58%","2","0.58%","2"
"386","78.14%","15","494","101","20.45%","0.81%","3","0.61%","4"
"227","82.55%","16","275","44","16.00%","0.36%","3","1.09%","1"
"201","60.00%","17","335","127","37.91%","0.60%","5","1.49%","2"
"194","63.19%","18","307","108","35.18%","0.33%","4","1.30%","1"
"351","87.31%","19","402","47","11.69%","0.75%","1","0.25%","3"
"125","48.45%","20","258","130","50.39%","0.39%","2","0.78%","1"
"236","52.68%","21","448","202","45.09%","1.56%","3","0.67%","7"
"229","57.68%","22","397","161","40.55%","0.50%","5","1.26%","2"
"249","83.00%","23","300","50","16.67%","0.33%","0","0.00%","1"
"231","71.52%","24","323","87","26.93%","0.31%","4","1.24%","1"
"","%","","Votes Cast","","%","%","","%",""
"243","69.23%","25","351","103","29.34%","0.57%","3","0.85%","2"
"245","72.27%","26","339","90","26.55%","0.29%","3","0.88%","1"
"237","70.33%","27","337","94","27.89%","0.89%","3","0.89%","3"
"217","80.07%","28","271","52","19.19%","0.37%","1","0.37%","1"
"219","72.28%","29","303","79","26.07%","0.66%","3","0.99%","2"
"176","86.70%","30","203","26","12.81%","0.49%","0","0.00%","1"
"240","61.54%","31","390","145","37.18%","0.26%","4","1.03%","1"
"170","53.46%","32","318","140","44.03%","0.63%","6","1.89%","2"
"194","57.40%","33","338","135","39.94%","0.89%","6","1.78%","3"
"328","85.19%","34","385","57","14.81%","0.00%","0","0.00%","0"
"241","80.07%","35","301","56","18.60%","0.33%","3","1.00%","1"
"185","84.86%","36","218","31","14.22%","0.00%","2","0.92%","0"
"312","84.55%","37","369","57","15.45%","0.00%","0","0.00%","0"
"173","55.27%","38","313","137","43.77%","0.32%","2","0.64%","1"
"289","81.18%","39","356","64","17.98%","0.00%","3","0.84%","0"
"11647","70.66%","","","4609","27.96%","0.57%","133","0.81%","94"
"233","76.14%","40","306","68","22.22%","0.00%","5","1.63%","0"
"307","85.75%","41","358","45","12.57%","0.56%","4","1.12%","2"
"190","52.78%","42","360","164","45.56%","0.56%","4","1.11%","2"
"265","73.61%","43","360","85","23.61%","0.56%","8","2.22%","2"
"359","84.87%","44","423","61","14.42%","0.24%","2","0.47%","1"
"253","65.37%","45","387","124","32.04%","1.29%","5","1.29%","5"
"318","78.13%","46","407","81","19.90%","1.23%","3","0.74%","5"
"309","82.62%","47","374","60","16.04%","0.53%","3","0.80%","2"
"173","60.92%","48","284","103","36.27%","1.41%","4","1.41%","4"
"","%","","Votes Cast","","%","%","","%",""
"270","53.89%","1","501","217","43.31%","0.40%","12","2.40%","2"
"396","77.34%","2","512","106","20.70%","1.56%","2","0.39%","8"
"325","90.78%","3","358","33","9.22%","0.00%","0","0.00%","0"
"222","53.11%","4","418","187","44.74%","0.72%","6","1.44%","3"
"480","92.13%","5","521","36","6.91%","0.38%","3","0.58%","2"
"135","88.24%","6","153","17","11.11%","0.65%","0","0.00%","1"
"358","83.84%","7","427","61","14.29%","1.17%","3","0.70%","5"
"334","82.88%","8","403","67","16.63%","0.25%","1","0.25%","1"
"326","66.40%","9","491","158","32.18%","1.22%","1","0.20%","6"
"240","81.08%","10","296","49","16.55%","1.35%","3","1.01%","4"
"203","91.03%","11","223","17","7.62%","1.35%","0","0.00%","3"
"286","75.26%","12","380","88","23.16%","1.05%","2","0.53%","4"
"234","83.57%","13","280","40","14.29%","1.07%","3","1.07%","3"
"297","86.59%","14","343","43","12.54%","0.58%","1","0.29%","2"
"327","87.90%","15","372","39","10.48%","0.81%","3","0.81%","3"
"247","82.61%","16","299","51","17.06%","0.33%","0","0.00%","1"
"","%","","Votes Cast","","%","%","","%",""
"284","89.03%","17","319","32","10.03%","0.31%","2","0.63%","1"
"121","72.89%","18","166","43","25.90%","0.00%","2","1.20%","0"
"284","84.27%","19","337","49","14.54%","0.59%","2","0.59%","2"
"209","83.94%","20","249","38","15.26%","0.00%","2","0.80%","0"
"309","89.57%","21","345","29","8.41%","0.87%","4","1.16%","3"
"322","73.18%","22","440","110","25.00%","0.68%","5","1.14%","3"
"230","71.21%","23","323","87","26.93%","0.62%","4","1.24%","2"
"301","61.18%","24","492","184","37.40%","0.41%","5","1.02%","2"
"201","86.27%","25","233","30","12.88%","0.43%","1","0.43%","1"
"8395","79.25%","","","2046","19.31%","0.71%","77","0.73%","75"
"217","87.50%","26","248","28","11.29%","0.40%","2","0.81%","1"
"302","77.84%","27","388","81","20.88%","0.26%","4","1.03%","1"
"238","78.29%","28","304","64","21.05%","0.66%","0","0.00%","2"
"334","91.76%","29","364","25","6.87%","0.82%","2","0.55%","3"
"181","90.50%","30","200","15","7.50%","1.00%","2","1.00%","2"
"182","87.50%","31","208","22","10.58%","1.92%","0","0.00%","4"
"","%","","Votes Cast","","%","%","","%",""
"307","86.97%","1","353","42","11.90%","0.28%","3","0.85%","1"
"450","99.78%","2","451","1","0.22%","0.00%","0","0.00%","0"
"444","99.55%","3","446","2","0.45%","0.00%","0","0.00%","0"
"299","87.68%","4","341","29","8.50%","1.47%","8","2.35%","5"
"326","92.35%","5","353","24","6.80%","0.85%","0","0.00%","3"
"319","83.07%","6","384","57","14.84%","1.56%","2","0.52%","6"
"478","100.00%","7","478","0","0.00%","0.00%","0","0.00%","0"
"292","88.22%","8","331","36","10.88%","0.30%","2","0.60%","1"
"391","86.31%","9","453","56","12.36%","0.66%","3","0.66%","3"
"391","80.79%","10","484","84","17.36%","0.83%","5","1.03%","4"
"364","86.87%","11","419","51","12.17%","0.72%","1","0.24%","3"
"341","86.55%","12","394","51","12.94%","0.51%","0","0.00%","2"
"","%","","Votes Cast","","%","%","","%",""
"314","88.95%","13","353","38","10.76%","0.28%","0","0.00%","1"
"269","90.57%","14","297","23","7.74%","1.01%","2","0.67%","3"
"300","90.36%","15","332","30","9.04%","0.30%","1","0.30%","1"
"336","91.55%","16","367","29","7.90%","0.27%","1","0.27%","1"
"402","99.01%","17","406","4","0.99%","0.00%","0","0.00%","0"
"492","99.80%","18","493","0","0.00%","0.00%","1","0.20%","0"
"355","91.26%","19","389","32","8.23%","0.26%","1","0.26%","1"
"9216","93.30%","","","593","6.00%","0.36%","33","0.33%","36"
"464","99.78%","20","465","1","0.22%","0.00%","0","0.00%","0"
"403","99.75%","21","404","0","0.00%","0.25%","0","0.00%","1"
"506","98.83%","22","512","3","0.59%","0.00%","3","0.59%","0"
"508","100.00%","23","508","0","0.00%","0.00%","0","0.00%","0"
"465","100.00%","24","465","0","0.00%","0.00%","0","0.00%","0"
"","%","","Votes Cast","","%","%","","%",""
"381","88.19%","1","432","43","9.95%","1.16%","3","0.69%","5"
"433","97.52%","2","444","11","2.48%","0.00%","0","0.00%","0"
"480","100.00%","3","480","0","0.00%","0.00%","0","0.00%","0"
"499","99.40%","4","502","3","0.60%","0.00%","0","0.00%","0"
"504","99.80%","5","505","1","0.20%","0.00%","0","0.00%","0"
"497","99.60%","6","499","1","0.20%","0.00%","1","0.20%","0"
"470","97.92%","7","480","8","1.67%","0.42%","0","0.00%","2"
"437","99.54%","8","439","1","0.23%","0.23%","0","0.00%","1"
"564","98.95%","9","570","6","1.05%","0.00%","0","0.00%","0"
"485","99.59%","10","487","2","0.41%","0.00%","0","0.00%","0"
"502","97.67%","11","514","9","1.75%","0.00%","3","0.58%","0"
"410","98.56%","12","416","5","1.20%","0.24%","0","0.00%","1"
"416","97.42%","13","427","9","2.11%","0.00%","2","0.47%","0"
"513","99.42%","14","516","3","0.58%","0.00%","0","0.00%","0"
"529","99.81%","15","530","0","0.00%","0.19%","0","0.00%","1"
"502","99.80%","16","503","1","0.20%","0.00%","0","0.00%","0"
"428","93.65%","17","457","29","6.35%","0.00%","0","0.00%","0"
"485","96.42%","18","503","14","2.78%","0.40%","2","0.40%","2"
"","%","","Votes Cast","","%","%","","%",""
"471","98.54%","19","478","6","1.26%","0.21%","0","0.00%","1"
"480","99.79%","20","481","1","0.21%","0.00%","0","0.00%","0"
"484","99.38%","21","487","3","0.62%","0.00%","0","0.00%","0"
"485","98.18%","22","494","5","1.01%","0.81%","0","0.00%","4"
"304","94.41%","23","322","17","5.28%","0.31%","0","0.00%","1"
"380","99.22%","24","383","2","0.52%","0.00%","1","0.26%","0"
"487","99.39%","25","490","2","0.41%","0.00%","1","0.20%","0"
"498","100.00%","26","498","0","0.00%","0.00%","0","0.00%","0"
"487","99.59%","27","489","2","0.41%","0.00%","0","0.00%","0"
"504","99.60%","28","506","1","0.20%","0.00%","1","0.20%","0"
"454","99.56%","29","456","2","0.44%","0.00%","0","0.00%","0"
"16862","98.29%","","","245","1.43%","0.16%","21","0.12%","27"
"514","99.61%","30","516","2","0.39%","0.00%","0","0.00%","0"
"484","99.59%","31","486","2","0.41%","0.00%","0","0.00%","0"
"383","92.07%","32","416","26","6.25%","0.96%","3","0.72%","4"
"501","99.01%","33","506","2","0.40%","0.40%","1","0.20%","2"
"539","99.45%","34","542","2","0.37%","0.18%","0","0.00%","1"
"441","94.64%","35","466","21","4.51%","0.21%","3","0.64%","1"
"431","99.08%","36","435","3","0.69%","0.23%","0","0.00%","1"
"","%","","Votes Cast","","%","%","","%",""
"386","89.56%","1","431","37","8.58%","1.16%","3","0.70%","5"
"600","99.34%","2","604","3","0.50%","0.00%","1","0.17%","0"
"581","99.15%","3","586","3","0.51%","0.00%","2","0.34%","0"
"640","99.84%","4","641","1","0.16%","0.00%","0","0.00%","0"
"454","98.06%","5","463","9","1.94%","0.00%","0","0.00%","0"
"443","97.79%","6","453","8","1.77%","0.44%","0","0.00%","2"
"354","95.16%","7","372","15","4.03%","0.54%","1","0.27%","2"
"536","99.63%","8","538","2","0.37%","0.00%","0","0.00%","0"
"570","98.96%","9","576","4","0.69%","0.17%","1","0.17%","1"
"561","99.12%","10","566","5","0.88%","0.00%","0","0.00%","0"
"521","99.24%","11","525","4","0.76%","0.00%","0","0.00%","0"
"528","94.45%","12","559","29","5.19%","0.00%","2","0.36%","0"
"544","99.09%","13","549","4","0.73%","0.00%","1","0.18%","0"
"497","95.95%","14","518","18","3.47%","0.58%","0","0.00%","3"
"593","99.50%","15","596","2","0.34%","0.17%","0","0.00%","1"
"486","95.67%","16","508","19","3.74%","0.39%","1","0.20%","2"
"505","95.46%","17","529","24","4.54%","0.00%","0","0.00%","0"
"525","98.50%","18","533","5","0.94%","0.19%","2","0.38%","1"
"434","99.54%","19","436","2","0.46%","0.00%","0","0.00%","0"
"591","99.66%","20","593","2","0.34%","0.00%","0","0.00%","0"
"644","99.08%","21","650","6","0.92%","0.00%","0","0.00%","0"
"","%","","Votes Cast","","%","%","","%",""
"503","99.41%","22","506","3","0.59%","0.00%","0","0.00%","0"
"475","99.16%","23","479","2","0.42%","0.42%","0","0.00%","2"
"584","98.98%","24","590","3","0.51%","0.34%","1","0.17%","2"
"475","92.23%","25","515","39","7.57%","0.19%","0","0.00%","1"
"564","99.30%","26","568","3","0.53%","0.00%","1","0.18%","0"
"550","99.10%","27","555","5","0.90%","0.00%","0","0.00%","0"
"546","99.64%","28","548","0","0.00%","0.18%","1","0.18%","1"
"578","98.97%","29","584","6","1.03%","0.00%","0","0.00%","0"
"354","88.94%","30","398","39","9.80%","0.00%","5","1.26%","0"
"480","99.79%","31","481","1","0.21%","0.00%","0","0.00%","0"
"502","99.60%","32","504","2","0.40%","0.00%","0","0.00%","0"
"442","99.77%","33","443","0","0.00%","0.00%","1","0.23%","0"
"21164","98.29%","","","316","1.47%","0.12%","27","0.13%","26"
"452","99.56%","34","454","1","0.22%","0.22%","0","0.00%","1"
"487","100.00%","35","487","0","0.00%","0.00%","0","0.00%","0"
"533","99.26%","36","537","2","0.37%","0.19%","1","0.19%","1"
"452","99.78%","37","453","0","0.00%","0.00%","1","0.22%","0"
"589","99.83%","38","590","0","0.00%","0.00%","1","0.17%","0"
"510","99.42%","39","513","2","0.39%","0.00%","1","0.19%","0"
"519","98.86%","40","525","6","1.14%","0.00%","0","0.00%","0"
"576","99.83%","41","577","0","0.00%","0.17%","0","0.00%","1"
"","%","","Votes Cast","","%","%","","%",""
"395","94.95%","1","416","19","4.57%","0.00%","2","0.48%","0"
"349","84.30%","2","414","65","15.70%","0.00%","0","0.00%","0"
"264","69.11%","3","382","114","29.84%","0.26%","3","0.79%","1"
"477","96.75%","4","493","15","3.04%","0.20%","0","0.00%","1"
"408","99.27%","5","411","3","0.73%","0.00%","0","0.00%","0"
"254","65.80%","6","386","125","32.38%","0.52%","5","1.30%","2"
"423","90.38%","7","468","44","9.40%","0.21%","0","0.00%","1"
"472","95.55%","8","494","22","4.45%","0.00%","0","0.00%","0"
"438","95.22%","9","460","20","4.35%","0.22%","1","0.22%","1"
"526","97.41%","10","540","14","2.59%","0.00%","0","0.00%","0"
"347","88.30%","11","393","44","11.20%","0.51%","0","0.00%","2"
"482","97.37%","12","495","12","2.42%","0.00%","1","0.20%","0"
"505","96.74%","13","522","16","3.07%","0.00%","1","0.19%","0"
"490","98.39%","14","498","8","1.61%","0.00%","0","0.00%","0"
"368","89.54%","15","411","41","9.98%","0.49%","0","0.00%","2"
"486","97.20%","16","500","13","2.60%","0.20%","0","0.00%","1"
"428","94.07%","17","455","25","5.49%","0.22%","1","0.22%","1"
"430","98.85%","18","435","5","1.15%","0.00%","0","0.00%","0"
"487","98.78%","19","493","6","1.22%","0.00%","0","0.00%","0"
"464","98.93%","20","469","5","1.07%","0.00%","0","0.00%","0"
"545","95.45%","21","571","23","4.03%","0.35%","1","0.18%","2"
"563","98.08%","22","574","10","1.74%","0.17%","0","0.00%","1"
"470","95.92%","23","490","15","3.06%","0.82%","1","0.20%","4"
"298","74.87%","24","398","95","23.87%","0.50%","3","0.75%","2"
"326","75.81%","25","430","99","23.02%","0.70%","2","0.47%","3"
"","%","","Votes Cast","","%","%","","%",""
"522","97.39%","26","536","13","2.43%","0.00%","1","0.19%","0"
"419","96.32%","27","435","16","3.68%","0.00%","0","0.00%","0"
"265","66.58%","28","398","130","32.66%","0.75%","0","0.00%","3"
"384","84.96%","29","452","63","13.94%","0.44%","3","0.66%","2"
"297","68.91%","30","431","128","29.70%","0.23%","5","1.16%","1"
"476","95.58%","31","498","18","3.61%","0.80%","0","0.00%","4"
"496","98.80%","32","502","4","0.80%","0.00%","2","0.40%","0"
"466","99.36%","33","469","3","0.64%","0.00%","0","0.00%","0"
"511","94.28%","34","542","29","5.35%","0.18%","1","0.18%","1"
"478","95.79%","35","499","19","3.81%","0.20%","1","0.20%","1"
"348","85.50%","36","407","57","14.00%","0.25%","1","0.25%","1"
"491","97.42%","37","504","13","2.58%","0.00%","0","0.00%","0"
"457","99.13%","38","461","2","0.43%","0.43%","0","0.00%","2"
"413","96.95%","39","426","12","2.82%","0.23%","0","0.00%","1"
"424","82.17%","40","516","91","17.64%","0.19%","0","0.00%","1"
"21054","91.32%","","","1905","8.26%","0.22%","47","0.20%","50"
"511","96.42%","41","530","15","2.83%","0.00%","4","0.75%","0"
"420","93.96%","42","447","25","5.59%","0.00%","2","0.45%","0"
"369","78.51%","43","470","98","20.85%","0.43%","1","0.21%","2"
"251","64.69%","44","388","134","34.54%","0.77%","0","0.00%","3"
"360","89.55%","45","402","40","9.95%","0.00%","2","0.50%","0"
"362","77.68%","46","466","99","21.24%","0.43%","3","0.64%","2"
"379","96.68%","47","392","12","3.06%","0.26%","0","0.00%","1"
"420","99.29%","48","423","3","0.71%","0.00%","0","0.00%","0"
"381","97.69%","49","390","8","2.05%","0.26%","0","0.00%","1"
"459","96.84%","50","474","15","3.16%","0.00%","0","0.00%","0"
"","%","","Votes Cast","","%","%","","%",""
"231","50.99%","1","453","220","48.57%","0.22%","1","0.22%","1"
"418","81.48%","2","513","86","16.76%","1.75%","0","0.00%","9"
"123","30.45%","3","404","276","68.32%","0.74%","2","0.50%","3"
"254","44.72%","4","568","305","53.70%","0.88%","4","0.70%","5"
"398","79.28%","5","502","93","18.53%","0.60%","8","1.59%","3"
"188","45.97%","6","409","213","52.08%","0.98%","4","0.98%","4"
"292","59.47%","7","491","191","38.90%","0.61%","5","1.02%","3"
"239","43.22%","8","553","304","54.97%","0.54%","7","1.27%","3"
"129","40.82%","9","316","183","57.91%","0.63%","2","0.63%","2"
"420","72.66%","10","578","154","26.64%","0.00%","4","0.69%","0"
"170","34.62%","11","491","316","64.36%","0.41%","3","0.61%","2"
"156","36.88%","12","423","260","61.47%","0.24%","6","1.42%","1"
"598","94.92%","13","630","28","4.44%","0.32%","2","0.32%","2"
"431","73.93%","14","583","144","24.70%","0.34%","6","1.03%","2"
"182","43.65%","15","417","228","54.68%","1.20%","2","0.48%","5"
"224","42.67%","16","525","293","55.81%","0.76%","4","0.76%","4"
"228","50.22%","17","454","215","47.36%","1.10%","6","1.32%","5"
"343","64.23%","18","534","177","33.15%","0.94%","9","1.69%","5"
"364","68.68%","19","530","153","28.87%","1.13%","7","1.32%","6"
"370","85.45%","20","433","58","13.39%","0.92%","1","0.23%","4"
"212","43.44%","21","488","264","54.10%","1.43%","5","1.02%","7"
"347","66.22%","22","524","166","31.68%","1.15%","5","0.95%","6"
"276","52.98%","23","521","236","45.30%","0.77%","5","0.96%","4"
"151","40.70%","24","371","217","58.49%","0.27%","2","0.54%","1"
"291","58.79%","25","495","195","39.39%","0.61%","6","1.21%","3"
"330","64.08%","26","515","177","34.37%","0.19%","7","1.36%","1"
"432","88.34%","27","489","49","10.02%","0.82%","4","0.82%","4"
"628","96.62%","28","650","21","3.23%","0.15%","0","0.00%","1"
"201","46.21%","29","435","230","52.87%","0.69%","1","0.23%","3"
"","%","","Votes Cast","","%","%","","%",""
"218","44.40%","30","491","260","52.95%","0.41%","11","2.24%","2"
"268","61.47%","31","436","160","36.70%","0.69%","5","1.15%","3"
"261","55.06%","32","474","202","42.62%","0.84%","7","1.48%","4"
"221","43.50%","33","508","281","55.31%","0.20%","5","0.98%","1"
"303","65.87%","34","460","154","33.48%","0.22%","2","0.43%","1"
"292","68.71%","35","425","130","30.59%","0.71%","0","0.00%","3"
"630","87.74%","36","718","77","10.72%","0.70%","6","0.84%","5"
"416","85.95%","37","484","60","12.40%","0.62%","5","1.03%","3"
"401","87.75%","38","457","51","11.16%","0.88%","1","0.22%","4"
"238","95.97%","39","248","8","3.23%","0.40%","1","0.40%","1"
"377","71.67%","40","526","137","26.05%","0.95%","7","1.33%","5"
"251","48.74%","41","515","257","49.90%","0.39%","5","0.97%","2"
"350","80.46%","42","435","77","17.70%","1.61%","1","0.23%","7"
"735","97.87%","43","751","14","1.86%","0.13%","1","0.13%","1"
"228","39.04%","44","584","340","58.22%","1.03%","10","1.71%","6"
"231","50.00%","45","462","224","48.48%","0.22%","6","1.30%","1"
"239","43.77%","46","546","301","55.13%","0.37%","4","0.73%","2"
"556","84.50%","47","658","94","14.29%","0.46%","5","0.76%","3"
"18543","63.69%","","","10133","34.80%","0.62%","259","0.89%","181"
"751","98.30%","48","764","12","1.57%","0.00%","1","0.13%","0"
