"Elec"
"Emanuel","Emanuel_Pct","Fioretti","Fioretti_Pct","Garcia","Garcia_Pct","Pct","Votes Cast","Walls","Walls_Pct","Wilson","Wilson_Pct"
"121","46.90%","14","5.43%","114","44.19%","21","258","4","1.55%","5","1.94%"
"156","48.60%","21","6.54%","138","42.99%","22","321","0","0.00%","6","1.87%"
"97","39.11%","17","6.85%","126","50.81%","23","248","0","0.00%","8","3.23%"
"123","56.68%","16","7.37%","76","35.02%","24","217","0","0.00%","2","0.92%"
"","%","","%","","%","","Votes Cast","","%","","%"
"114","47.90%","4","1.68%","109","45.80%","25","238","1","0.42%","10","4.20%"
"116","45.85%","11","4.35%","124","49.01%","26","253","1","0.40%","1","0.40%"
"127","56.19%","14","6.19%","81","35.84%","27","226","2","0.88%","2","0.88%"
"156","50.32%","17","5.48%","131","42.26%","28","310","3","0.97%","3","0.97%"
"140","52.43%","15","5.62%","104","38.95%","29","267","2","0.75%","6","2.25%"
"133","48.01%","18","6.50%","120","43.32%","30","277","0","0.00%","6","2.17%"
"110","44.00%","14","5.60%","125","50.00%","31","250","0","0.00%","1","0.40%"
"127","45.04%","17","6.03%","134","47.52%","32","282","0","0.00%","4","1.42%"
"144","64.86%","9","4.05%","63","28.38%","33","222","3","1.35%","3","1.35%"
"178","55.80%","14","4.39%","115","36.05%","34","319","4","1.25%","8","2.51%"
"138","55.42%","19","7.63%","83","33.33%","35","249","2","0.80%","7","2.81%"
"142","47.65%","18","6.04%","132","44.30%","36","298","1","0.34%","5","1.68%"
"157","53.95%","13","4.47%","115","39.52%","37","291","0","0.00%","6","2.06%"
"133","52.36%","11","4.33%","106","41.73%","38","254","0","0.00%","4","1.57%"
"165","58.30%","19","6.71%","95","33.57%","39","283","2","0.71%","2","0.71%"
"163","50.46%","15","4.64%","133","41.18%","40","323","3","0.93%","9","2.79%"
"6427","51.47%","721","5.77%","4985","39.92%","","","88","0.70%","267","2.14%"
"131","44.56%","15","5.10%","136","46.26%","41","294","6","2.04%","6","2.04%"
"98","41.53%","10","4.24%","120","50.85%","42","236","3","1.27%","5","2.12%"
"124","56.62%","18","8.22%","68","31.05%","43","219","2","0.91%","7","3.20%"
"165","63.22%","12","4.60%","70","26.82%","44","261","4","1.53%","10","3.83%"
"128","47.06%","23","8.46%","112","41.18%","45","272","2","0.74%","7","2.57%"
"126","47.91%","17","6.46%","112","42.59%","46","263","2","0.76%","6","2.28%"
"131","51.37%","14","5.49%","103","40.39%","47","255","2","0.78%","5","1.96%"
"38","73.08%","0","0.00%","12","23.08%","48","52","0","0.00%","2","3.85%"
"","%","","%","","%","","Votes Cast","","%","","%"
"82","37.27%","13","5.91%","117","53.18%","1","220","5","2.27%","3","1.36%"
"75","53.96%","3","2.16%","58","41.73%","2","139","2","1.44%","1","0.72%"
"120","47.24%","21","8.27%","97","38.19%","3","254","3","1.18%","13","5.12%"
"150","61.22%","7","2.86%","81","33.06%","4","245","2","0.82%","5","2.04%"
"122","57.28%","9","4.23%","75","35.21%","5","213","4","1.88%","3","1.41%"
"143","55.21%","6","2.32%","89","34.36%","6","259","4","1.54%","17","6.56%"
"93","42.47%","11","5.02%","110","50.23%","7","219","1","0.46%","4","1.83%"
"98","59.76%","12","7.32%","51","31.10%","8","164","1","0.61%","2","1.22%"
"128","62.14%","15","7.28%","50","24.27%","9","206","4","1.94%","9","4.37%"
"141","42.86%","13","3.95%","167","50.76%","10","329","0","0.00%","8","2.43%"
"124","50.20%","15","6.07%","102","41.30%","11","247","0","0.00%","6","2.43%"
"150","53.00%","18","6.36%","102","36.04%","12","283","4","1.41%","9","3.18%"
"229","62.40%","16","4.36%","96","26.16%","13","367","6","1.63%","20","5.45%"
"118","60.82%","12","6.19%","51","26.29%","14","194","4","2.06%","9","4.64%"
"95","57.23%","6","3.61%","51","30.72%","15","166","6","3.61%","8","4.82%"
"128","49.81%","12","4.67%","94","36.58%","16","257","5","1.95%","18","7.00%"
"161","57.71%","8","2.87%","95","34.05%","17","279","4","1.43%","11","3.94%"
"158","59.85%","17","6.44%","57","21.59%","18","264","9","3.41%","23","8.71%"
"92","50.27%","9","4.92%","77","42.08%","19","183","1","0.55%","4","2.19%"
"101","34.35%","12","4.08%","168","57.14%","20","294","2","0.68%","11","3.74%"
"162","51.10%","15","4.73%","99","31.23%","21","317","4","1.26%","37","11.67%"
"202","62.93%","6","1.87%","94","29.28%","22","321","4","1.25%","15","4.67%"
"203","55.16%","25","6.79%","116","31.52%","23","368","6","1.63%","18","4.89%"
"","%","","%","","%","","Votes Cast","","%","","%"
"148","55.22%","20","7.46%","89","33.21%","24","268","2","0.75%","9","3.36%"
"116","44.11%","9","3.42%","133","50.57%","25","263","1","0.38%","4","1.52%"
"74","56.49%","10","7.63%","43","32.82%","26","131","1","0.76%","3","2.29%"
"97","49.24%","12","6.09%","79","40.10%","27","197","4","2.03%","5","2.54%"
"215","62.68%","21","6.12%","82","23.91%","28","343","5","1.46%","20","5.83%"
"181","79.74%","10","4.41%","32","14.10%","29","227","2","0.88%","2","0.88%"
"88","38.60%","15","6.58%","115","50.44%","30","228","4","1.75%","6","2.63%"
"146","49.16%","12","4.04%","110","37.04%","31","297","6","2.02%","23","7.74%"
"89","44.28%","10","4.98%","86","42.79%","32","201","4","1.99%","12","5.97%"
"152","69.09%","9","4.09%","54","24.55%","33","220","2","0.91%","3","1.36%"
"114","45.60%","18","7.20%","112","44.80%","34","250","0","0.00%","6","2.40%"
"132","62.26%","10","4.72%","47","22.17%","35","212","2","0.94%","21","9.91%"
"143","63.84%","8","3.57%","66","29.46%","36","224","1","0.45%","6","2.68%"
"77","33.92%","6","2.64%","137","60.35%","37","227","3","1.32%","4","1.76%"
"153","47.81%","5","1.56%","152","47.50%","38","320","4","1.25%","6","1.88%"
"156","63.16%","8","3.24%","70","28.34%","39","247","3","1.21%","10","4.05%"
"5906","52.33%","560","4.96%","4220","37.39%","","","150","1.33%","450","3.99%"
"95","43.78%","10","4.61%","105","48.39%","40","217","1","0.46%","6","2.76%"
"111","45.87%","19","7.85%","95","39.26%","41","242","4","1.65%","13","5.37%"
"100","37.04%","15","5.56%","148","54.81%","42","270","3","1.11%","4","1.48%"
"147","53.07%","17","6.14%","91","32.85%","43","277","7","2.53%","15","5.42%"
"129","47.96%","15","5.58%","119","44.24%","44","269","3","1.12%","3","1.12%"
"61","35.88%","7","4.12%","93","54.71%","45","170","3","1.76%","6","3.53%"
"107","54.04%","13","6.57%","65","32.83%","46","198","4","2.02%","9","4.55%"
"","%","","%","","%","","Votes Cast","","%","","%"
"78","49.06%","4","2.52%","51","32.08%","1","159","7","4.40%","19","11.95%"
"82","43.85%","9","4.81%","90","48.13%","2","187","1","0.53%","5","2.67%"
"127","40.19%","11","3.48%","154","48.73%","3","316","6","1.90%","18","5.70%"
"105","35.00%","21","7.00%","163","54.33%","4","300","2","0.67%","9","3.00%"
"135","46.23%","20","6.85%","98","33.56%","5","292","8","2.74%","31","10.62%"
"98","43.56%","9","4.00%","98","43.56%","6","225","5","2.22%","15","6.67%"
"122","48.80%","17","6.80%","102","40.80%","7","250","2","0.80%","7","2.80%"
"111","51.39%","12","5.56%","83","38.43%","8","216","4","1.85%","6","2.78%"
"123","45.56%","17","6.30%","114","42.22%","9","270","4","1.48%","12","4.44%"
"112","41.03%","12","4.40%","128","46.89%","10","273","6","2.20%","15","5.49%"
"124","39.62%","19","6.07%","149","47.60%","11","313","7","2.24%","14","4.47%"
"122","40.53%","11","3.65%","150","49.83%","12","301","8","2.66%","10","3.32%"
"129","40.95%","16","5.08%","155","49.21%","13","315","2","0.63%","13","4.13%"
"142","52.99%","13","4.85%","89","33.21%","14","268","5","1.87%","19","7.09%"
"84","44.21%","10","5.26%","80","42.11%","15","190","5","2.63%","11","5.79%"
"176","55.35%","13","4.09%","105","33.02%","16","318","11","3.46%","13","4.09%"
"145","58.47%","12","4.84%","78","31.45%","17","248","2","0.81%","11","4.44%"
"","%","","%","","%","","Votes Cast","","%","","%"
"122","36.64%","14","4.20%","186","55.86%","18","333","4","1.20%","7","2.10%"
"110","49.55%","6","2.70%","91","40.99%","19","222","6","2.70%","9","4.05%"
"149","38.70%","19","4.94%","196","50.91%","20","385","5","1.30%","16","4.16%"
"94","54.65%","10","5.81%","56","32.56%","21","172","5","2.91%","7","4.07%"
"135","41.67%","10","3.09%","142","43.83%","22","324","8","2.47%","29","8.95%"
"111","37.88%","17","5.80%","149","50.85%","23","293","7","2.39%","9","3.07%"
"95","44.39%","7","3.27%","75","35.05%","24","214","6","2.80%","31","14.49%"
"128","38.32%","21","6.29%","171","51.20%","25","334","4","1.20%","10","2.99%"
"146","46.35%","14","4.44%","127","40.32%","26","315","5","1.59%","23","7.30%"
"118","44.36%","5","1.88%","111","41.73%","27","266","10","3.76%","22","8.27%"
"123","41.55%","17","5.74%","143","48.31%","28","296","4","1.35%","9","3.04%"
"3941","44.10%","431","4.82%","3893","43.57%","","","179","2.00%","492","5.51%"
"123","39.30%","16","5.11%","153","48.88%","29","313","10","3.19%","11","3.51%"
"123","43.62%","17","6.03%","123","43.62%","30","282","8","2.84%","11","3.90%"
"116","51.56%","10","4.44%","72","32.00%","31","225","5","2.22%","22","9.78%"
"141","47.80%","13","4.41%","105","35.59%","32","295","6","2.03%","30","10.17%"
"92","40.71%","9","3.98%","106","46.90%","33","226","1","0.44%","18","7.96%"
"","%","","%","","%","","Votes Cast","","%","","%"
"168","64.62%","5","1.92%","65","25.00%","1","260","4","1.54%","18","6.92%"
"86","57.72%","18","12.08%","39","26.17%","2","149","0","0.00%","6","4.03%"
"142","57.96%","20","8.16%","77","31.43%","3","245","1","0.41%","5","2.04%"
"137","53.31%","11","4.28%","97","37.74%","4","257","6","2.33%","6","2.33%"
"134","63.21%","21","9.91%","45","21.23%","5","212","3","1.42%","9","4.25%"
"150","56.60%","26","9.81%","72","27.17%","6","265","5","1.89%","12","4.53%"
"140","42.68%","23","7.01%","146","44.51%","7","328","8","2.44%","11","3.35%"
"89","46.35%","5","2.60%","82","42.71%","8","192","4","2.08%","12","6.25%"
"96","48.00%","16","8.00%","75","37.50%","9","200","3","1.50%","10","5.00%"
"123","60.89%","19","9.41%","52","25.74%","10","202","1","0.50%","7","3.47%"
"110","70.06%","11","7.01%","25","15.92%","11","157","3","1.91%","8","5.10%"
"98","74.81%","8","6.11%","16","12.21%","12","131","2","1.53%","7","5.34%"
"81","42.63%","12","6.32%","73","38.42%","13","190","9","4.74%","15","7.89%"
"66","73.33%","2","2.22%","17","18.89%","14","90","0","0.00%","5","5.56%"
"136","46.10%","25","8.47%","124","42.03%","15","295","5","1.69%","5","1.69%"
"75","75.00%","6","6.00%","19","19.00%","16","100","0","0.00%","0","0.00%"
"90","51.43%","16","9.14%","53","30.29%","17","175","2","1.14%","14","8.00%"
"66","89.19%","3","4.05%","4","5.41%","18","74","1","1.35%","0","0.00%"
"66","42.31%","17","10.90%","58","37.18%","19","156","3","1.92%","12","7.69%"
"102","40.00%","15","5.88%","128","50.20%","20","255","0","0.00%","10","3.92%"
"","%","","%","","%","","Votes Cast","","%","","%"
"75","44.64%","13","7.74%","76","45.24%","21","168","1","0.60%","3","1.79%"
"113","63.48%","16","8.99%","36","20.22%","22","178","4","2.25%","9","5.06%"
"96","63.16%","10","6.58%","38","25.00%","23","152","3","1.97%","5","3.29%"
"140","66.67%","19","9.05%","46","21.90%","24","210","1","0.48%","4","1.90%"
"135","58.44%","14","6.06%","69","29.87%","25","231","5","2.16%","8","3.46%"
"114","54.29%","11","5.24%","74","35.24%","26","210","2","0.95%","9","4.29%"
"62","70.45%","3","3.41%","19","21.59%","27","88","0","0.00%","4","4.55%"
"132","56.41%","12","5.13%","69","29.49%","28","234","4","1.71%","17","7.26%"
"67","40.61%","7","4.24%","72","43.64%","29","165","5","3.03%","14","8.48%"
"86","50.89%","10","5.92%","66","39.05%","30","169","1","0.59%","6","3.55%"
"99","46.92%","5","2.37%","87","41.23%","31","211","6","2.84%","14","6.64%"
"103","49.28%","15","7.18%","74","35.41%","32","209","1","0.48%","16","7.66%"
"131","66.84%","20","10.20%","41","20.92%","33","196","0","0.00%","4","2.04%"
"149","50.17%","15","5.05%","118","39.73%","34","297","3","1.01%","12","4.04%"
"4390","55.29%","548","6.90%","2557","32.20%","","","104","1.31%","341","4.29%"
"120","45.98%","14","5.36%","115","44.06%","35","261","3","1.15%","9","3.45%"
"116","48.54%","20","8.37%","98","41.00%","36","239","1","0.42%","4","1.67%"
"116","50.88%","16","7.02%","85","37.28%","37","228","1","0.44%","10","4.39%"
"111","72.55%","11","7.19%","22","14.38%","38","153","3","1.96%","6","3.92%"
"97","65.54%","12","8.11%","37","25.00%","39","148","0","0.00%","2","1.35%"
"173","66.54%","26","10.00%","48","18.46%","40","260","0","0.00%","13","5.00%"
