"Elec"
"Emanuel","Emanuel_Pct","Fioretti","Fioretti_Pct","Garcia","Garcia_Pct","Pct","Votes Cast","Walls","Walls_Pct","Wilson","Wilson_Pct"
"69","33.50%","7","3.40%","46","22.33%","6","206","15","7.28%","69","33.50%"
"28","27.45%","5","4.90%","62","60.78%","7","102","1","0.98%","6","5.88%"
"51","35.42%","11","7.64%","38","26.39%","8","144","6","4.17%","38","26.39%"
"73","40.33%","7","3.87%","48","26.52%","9","181","7","3.87%","46","25.41%"
"26","27.96%","4","4.30%","27","29.03%","10","93","8","8.60%","28","30.11%"
"74","34.91%","12","5.66%","53","25.00%","11","212","9","4.25%","64","30.19%"
"56","44.44%","9","7.14%","20","15.87%","12","126","2","1.59%","39","30.95%"
"52","40.63%","5","3.91%","26","20.31%","13","128","6","4.69%","39","30.47%"
"62","33.51%","6","3.24%","40","21.62%","14","185","9","4.86%","68","36.76%"
"48","38.10%","5","3.97%","31","24.60%","15","126","7","5.56%","35","27.78%"
"52","27.08%","4","2.08%","116","60.42%","16","192","3","1.56%","17","8.85%"
"50","32.68%","5","3.27%","29","18.95%","17","153","12","7.84%","57","37.25%"
"83","35.62%","10","4.29%","40","17.17%","18","233","18","7.73%","82","35.19%"
"83","37.56%","6","2.71%","54","24.43%","19","221","8","3.62%","70","31.67%"
"73","39.89%","6","3.28%","32","17.49%","20","183","7","3.83%","65","35.52%"
"34","27.87%","9","7.38%","33","27.05%","21","122","7","5.74%","39","31.97%"
"","%","","%","","%","","Votes Cast","","%","","%"
"107","42.13%","10","3.94%","38","14.96%","22","254","15","5.91%","84","33.07%"
"70","39.33%","13","7.30%","44","24.72%","23","178","7","3.93%","44","24.72%"
"85","35.42%","11","4.58%","45","18.75%","24","240","13","5.42%","86","35.83%"
"60","31.91%","11","5.85%","36","19.15%","25","188","13","6.91%","68","36.17%"
"125","40.98%","23","7.54%","57","18.69%","26","305","19","6.23%","81","26.56%"
"88","41.71%","19","9.00%","38","18.01%","27","211","7","3.32%","59","27.96%"
"52","31.90%","4","2.45%","37","22.70%","28","163","16","9.82%","54","33.13%"
"66","41.25%","4","2.50%","38","23.75%","29","160","12","7.50%","40","25.00%"
"40","36.36%","1","0.91%","30","27.27%","30","110","4","3.64%","35","31.82%"
"85","41.26%","5","2.43%","55","26.70%","31","206","11","5.34%","50","24.27%"
"50","40.65%","4","3.25%","27","21.95%","32","123","7","5.69%","35","28.46%"
"49","45.79%","3","2.80%","21","19.63%","33","107","4","3.74%","30","28.04%"
"50","28.25%","4","2.26%","28","15.82%","34","177","10","5.65%","85","48.02%"
"2653","36.50%","324","4.46%","1701","23.40%","","","381","5.24%","2209","30.39%"
"82","38.50%","12","5.63%","34","15.96%","35","213","17","7.98%","68","31.92%"
"96","38.10%","14","5.56%","63","25.00%","36","252","11","4.37%","68","26.98%"
"35","32.11%","2","1.83%","34","31.19%","37","109","6","5.50%","32","29.36%"
"52","28.26%","12","6.52%","53","28.80%","38","184","7","3.80%","60","32.61%"
"104","41.11%","7","2.77%","76","30.04%","39","253","8","3.16%","58","22.92%"
"64","34.59%","7","3.78%","34","18.38%","40","185","11","5.95%","69","37.30%"
"66","40.49%","6","3.68%","29","17.79%","41","163","11","6.75%","51","31.29%"
"","%","","%","","%","","Votes Cast","","%","","%"
"73","30.80%","10","4.22%","151","63.71%","1","237","1","0.42%","2","0.84%"
"53","21.03%","9","3.57%","183","72.62%","2","252","1","0.40%","6","2.38%"
"105","50.97%","37","17.96%","58","28.16%","3","206","3","1.46%","3","1.46%"
"72","36.18%","24","12.06%","56","28.14%","4","199","7","3.52%","40","20.10%"
"60","24.29%","21","8.50%","163","65.99%","5","247","1","0.40%","2","0.81%"
"57","55.88%","7","6.86%","30","29.41%","6","102","2","1.96%","6","5.88%"
"47","17.60%","7","2.62%","209","78.28%","7","267","1","0.37%","3","1.12%"
"46","17.10%","11","4.09%","206","76.58%","8","269","1","0.37%","5","1.86%"
"52","18.51%","10","3.56%","215","76.51%","9","281","1","0.36%","3","1.07%"
"128","68.82%","22","11.83%","33","17.74%","10","186","1","0.54%","2","1.08%"
"62","21.75%","7","2.46%","209","73.33%","11","285","3","1.05%","4","1.40%"
"56","22.49%","4","1.61%","187","75.10%","12","249","0","0.00%","2","0.80%"
"52","18.77%","1","0.36%","224","80.87%","13","277","0","0.00%","0","0.00%"
"128","71.11%","8","4.44%","33","18.33%","14","180","5","2.78%","6","3.33%"
"90","33.83%","6","2.26%","167","62.78%","15","266","1","0.38%","2","0.75%"
"112","62.92%","26","14.61%","37","20.79%","16","178","1","0.56%","2","1.12%"
"","%","","%","","%","","Votes Cast","","%","","%"
"85","27.96%","13","4.28%","186","61.18%","17","304","2","0.66%","18","5.92%"
"205","69.97%","10","3.41%","59","20.14%","18","293","2","0.68%","17","5.80%"
"59","21.38%","6","2.17%","208","75.36%","19","276","0","0.00%","3","1.09%"
"72","37.50%","39","20.31%","23","11.98%","20","192","5","2.60%","53","27.60%"
"143","55.21%","43","16.60%","62","23.94%","21","259","2","0.77%","9","3.47%"
"49","18.85%","3","1.15%","205","78.85%","22","260","2","0.77%","1","0.38%"
"63","20.86%","10","3.31%","225","74.50%","23","302","1","0.33%","3","0.99%"
"38","14.39%","11","4.17%","212","80.30%","24","264","2","0.76%","1","0.38%"
"128","49.61%","32","12.40%","91","35.27%","25","258","1","0.39%","6","2.33%"
"53","19.56%","6","2.21%","205","75.65%","26","271","1","0.37%","6","2.21%"
"91","49.46%","36","19.57%","53","28.80%","27","184","2","1.09%","2","1.09%"
"2586","33.40%","497","6.42%","4331","55.94%","","","65","0.84%","263","3.40%"
"47","17.15%","5","1.82%","217","79.20%","28","274","3","1.09%","2","0.73%"
"110","43.65%","40","15.87%","49","19.44%","29","252","9","3.57%","44","17.46%"
"52","21.31%","3","1.23%","185","75.82%","30","244","2","0.82%","2","0.82%"
"129","69.35%","21","11.29%","33","17.74%","31","186","1","0.54%","2","1.08%"
"69","28.51%","9","3.72%","157","64.88%","32","242","1","0.41%","6","2.48%"
"","%","","%","","%","","Votes Cast","","%","","%"
"57","34.13%","6","3.59%","100","59.88%","1","167","1","0.60%","3","1.80%"
"46","26.74%","7","4.07%","92","53.49%","2","172","2","1.16%","25","14.53%"
"62","36.90%","12","7.14%","90","53.57%","3","168","0","0.00%","4","2.38%"
"62","43.66%","0","0.00%","60","42.25%","4","142","4","2.82%","16","11.27%"
"46","31.29%","3","2.04%","88","59.86%","5","147","3","2.04%","7","4.76%"
"58","34.73%","10","5.99%","93","55.69%","6","167","0","0.00%","6","3.59%"
"30","24.79%","4","3.31%","82","67.77%","7","121","1","0.83%","4","3.31%"
"21","25.61%","4","4.88%","56","68.29%","8","82","0","0.00%","1","1.22%"
"55","33.95%","9","5.56%","91","56.17%","9","162","2","1.23%","5","3.09%"
"34","22.67%","8","5.33%","97","64.67%","10","150","2","1.33%","9","6.00%"
"57","33.14%","5","2.91%","101","58.72%","11","172","1","0.58%","8","4.65%"
"59","35.33%","6","3.59%","89","53.29%","12","167","1","0.60%","12","7.19%"
"51","46.36%","2","1.82%","54","49.09%","13","110","1","0.91%","2","1.82%"
"20","18.87%","5","4.72%","81","76.42%","14","106","0","0.00%","0","0.00%"
"28","34.15%","1","1.22%","42","51.22%","15","82","4","4.88%","7","8.54%"
"35","36.08%","4","4.12%","51","52.58%","16","97","2","2.06%","5","5.15%"
"63","40.13%","24","15.29%","61","38.85%","17","157","2","1.27%","7","4.46%"
"55","36.42%","5","3.31%","83","54.97%","18","151","1","0.66%","7","4.64%"
"32","32.00%","5","5.00%","48","48.00%","19","100","1","1.00%","14","14.00%"
"73","42.44%","6","3.49%","80","46.51%","20","172","1","0.58%","12","6.98%"
"60","28.44%","12","5.69%","108","51.18%","21","211","8","3.79%","23","10.90%"
"43","39.81%","3","2.78%","58","53.70%","22","108","2","1.85%","2","1.85%"
"41","37.96%","3","2.78%","59","54.63%","23","108","1","0.93%","4","3.70%"
"65","40.37%","10","6.21%","83","51.55%","24","161","1","0.62%","2","1.24%"
"45","27.95%","12","7.45%","95","59.01%","25","161","1","0.62%","8","4.97%"
"","%","","%","","%","","Votes Cast","","%","","%"
"22","23.40%","5","5.32%","59","62.77%","26","94","3","3.19%","5","5.32%"
"77","41.62%","13","7.03%","80","43.24%","27","185","3","1.62%","12","6.49%"
"103","47.03%","19","8.68%","91","41.55%","28","219","2","0.91%","4","1.83%"
"28","31.11%","2","2.22%","53","58.89%","29","90","4","4.44%","3","3.33%"
"40","30.53%","5","3.82%","77","58.78%","30","131","4","3.05%","5","3.82%"
"41","42.27%","2","2.06%","46","47.42%","31","97","2","2.06%","6","6.19%"
"62","38.27%","25","15.43%","63","38.89%","32","162","3","1.85%","9","5.56%"
"59","35.33%","8","4.79%","86","51.50%","33","167","2","1.20%","12","7.19%"
"71","36.60%","10","5.15%","102","52.58%","34","194","2","1.03%","9","4.64%"
"63","33.69%","8","4.28%","104","55.61%","35","187","1","0.53%","11","5.88%"
"44","29.73%","12","8.11%","86","58.11%","36","148","0","0.00%","6","4.05%"
"46","30.87%","6","4.03%","95","63.76%","37","149","0","0.00%","2","1.34%"
"43","42.16%","2","1.96%","43","42.16%","38","102","1","0.98%","13","12.75%"
"52","30.77%","10","5.92%","101","59.76%","39","169","5","2.96%","1","0.59%"
"35","46.67%","3","4.00%","31","41.33%","40","75","2","2.67%","4","5.33%"
"73","34.11%","12","5.61%","103","48.13%","41","214","3","1.40%","23","10.75%"
"2331","34.33%","348","5.13%","3665","53.98%","","","87","1.28%","359","5.29%"
"39","27.86%","10","7.14%","87","62.14%","42","140","1","0.71%","3","2.14%"
"38","41.30%","2","2.17%","51","55.43%","43","92","0","0.00%","1","1.09%"
"33","34.38%","3","3.13%","48","50.00%","44","96","3","3.13%","9","9.38%"
"27","42.19%","0","0.00%","28","43.75%","45","64","0","0.00%","9","14.06%"
"37","37.76%","12","12.24%","45","45.92%","46","98","1","1.02%","3","3.06%"
"30","24.79%","5","4.13%","78","64.46%","47","121","1","0.83%","7","5.79%"
"43","27.56%","8","5.13%","101","64.74%","48","156","0","0.00%","4","2.56%"
"27","27.27%","0","0.00%","65","65.66%","49","99","2","2.02%","5","5.05%"
"","%","","%","","%","","Votes Cast","","%","","%"
"96","63.16%","13","8.55%","37","24.34%","1","152","1","0.66%","5","3.29%"
"139","53.26%","24","9.20%","55","21.07%","2","261","2","0.77%","41","15.71%"
"40","34.78%","7","6.09%","25","21.74%","3","115","6","5.22%","37","32.17%"
"36","31.58%","19","16.67%","32","28.07%","4","114","2","1.75%","25","21.93%"
"69","43.13%","8","5.00%","37","23.13%","5","160","7","4.38%","39","24.38%"
"95","56.89%","12","7.19%","29","17.37%","6","167","6","3.59%","25","14.97%"
"87","37.99%","17","7.42%","117","51.09%","7","229","0","0.00%","8","3.49%"
"72","43.64%","8","4.85%","32","19.39%","8","165","6","3.64%","47","28.48%"
"57","59.38%","4","4.17%","22","22.92%","9","96","4","4.17%","9","9.38%"
"133","49.81%","28","10.49%","37","13.86%","10","267","7","2.62%","62","23.22%"
"94","64.83%","5","3.45%","37","25.52%","11","145","2","1.38%","7","4.83%"
"83","71.55%","6","5.17%","22","18.97%","12","116","1","0.86%","4","3.45%"
"169","51.37%","11","3.34%","75","22.80%","13","329","13","3.95%","61","18.54%"
"33","30.84%","21","19.63%","13","12.15%","14","107","5","4.67%","35","32.71%"
"62","45.93%","1","0.74%","20","14.81%","15","135","3","2.22%","49","36.30%"
"91","57.59%","13","8.23%","47","29.75%","16","158","1","0.63%","6","3.80%"
"78","37.50%","32","15.38%","51","24.52%","17","208","9","4.33%","38","18.27%"
"74","41.81%","27","15.25%","26","14.69%","18","177","7","3.95%","43","24.29%"
"64","44.44%","7","4.86%","26","18.06%","19","144","1","0.69%","46","31.94%"
"67","47.52%","8","5.67%","25","17.73%","20","141","7","4.96%","34","24.11%"
"118","73.29%","9","5.59%","26","16.15%","21","161","2","1.24%","6","3.73%"
"52","40.00%","1","0.77%","30","23.08%","22","130","6","4.62%","41","31.54%"
"89","50.28%","5","2.82%","22","12.43%","23","177","4","2.26%","57","32.20%"
"50","34.01%","4","2.72%","52","35.37%","24","147","9","6.12%","32","21.77%"
"58","32.77%","28","15.82%","46","25.99%","25","177","2","1.13%","43","24.29%"
"","%","","%","","%","","Votes Cast","","%","","%"
"88","42.72%","14","6.80%","49","23.79%","26","206","10","4.85%","45","21.84%"
"89","46.11%","19","9.84%","31","16.06%","27","193","9","4.66%","45","23.32%"
"60","50.85%","5","4.24%","31","26.27%","28","118","3","2.54%","19","16.10%"
"41","27.33%","5","3.33%","56","37.33%","29","150","8","5.33%","40","26.67%"
"44","35.77%","34","27.64%","17","13.82%","30","123","4","3.25%","24","19.51%"
"58","35.80%","6","3.70%","31","19.14%","31","162","8","4.94%","59","36.42%"
"61","37.89%","29","18.01%","30","18.63%","32","161","10","6.21%","31","19.25%"
"80","49.38%","15","9.26%","55","33.95%","33","162","5","3.09%","7","4.32%"
"115","54.76%","3","1.43%","29","13.81%","34","210","2","0.95%","61","29.05%"
"110","63.95%","12","6.98%","45","26.16%","35","172","3","1.74%","2","1.16%"
"65","45.77%","11","7.75%","32","22.54%","36","142","4","2.82%","30","21.13%"
"175","65.54%","11","4.12%","38","14.23%","37","267","5","1.87%","38","14.23%"
"219","62.39%","22","6.27%","49","13.96%","38","351","23","6.55%","38","10.83%"
"64","35.96%","25","14.04%","38","21.35%","39","178","12","6.74%","39","21.91%"
"104","45.22%","11","4.78%","84","36.52%","40","230","4","1.74%","27","11.74%"
"109","46.58%","19","8.12%","29","12.39%","41","234","9","3.85%","68","29.06%"
"82","56.94%","8","5.56%","32","22.22%","42","144","2","1.39%","20","13.89%"
"4291","48.61%","695","7.87%","1911","21.65%","","","290","3.29%","1640","18.58%"
"58","36.71%","24","15.19%","39","24.68%","43","158","4","2.53%","33","20.89%"
"75","43.60%","3","1.74%","36","20.93%","44","172","11","6.40%","47","27.33%"
"113","54.59%","26","12.56%","61","29.47%","45","207","2","0.97%","5","2.42%"
"106","78.52%","5","3.70%","22","16.30%","46","135","0","0.00%","2","1.48%"
"114","55.34%","3","1.46%","38","18.45%","47","206","14","6.80%","37","17.96%"
"134","54.25%","10","4.05%","53","21.46%","48","247","9","3.64%","41","16.60%"
"49","35.25%","24","17.27%","20","14.39%","49","139","7","5.04%","39","28.06%"
"72","39.56%","33","18.13%","25","13.74%","50","182","9","4.95%","43","23.63%"
"","%","","%","","%","","Votes Cast","","%","","%"
"47","34.81%","5","3.70%","18","13.33%","1","135","6","4.44%","59","43.70%"
"55","34.81%","4","2.53%","42","26.58%","2","158","4","2.53%","53","33.54%"
"48","34.29%","11","7.86%","31","22.14%","3","140","5","3.57%","45","32.14%"
"65","47.10%","24","17.39%","42","30.43%","4","138","1","0.72%","6","4.35%"
"65","47.45%","15","10.95%","25","18.25%","5","137","3","2.19%","29","21.17%"
"51","37.23%","33","24.09%","27","19.71%","6","137","4","2.92%","22","16.06%"
"67","40.36%","7","4.22%","33","19.88%","7","166","4","2.41%","55","33.13%"
"51","54.84%","13","13.98%","28","30.11%","8","93","0","0.00%","1","1.08%"
"80","42.78%","13","6.95%","27","14.44%","9","187","9","4.81%","58","31.02%"
"94","47.00%","41","20.50%","52","26.00%","10","200","1","0.50%","12","6.00%"
"86","32.95%","38","14.56%","103","39.46%","11","261","6","2.30%","28","10.73%"
"79","42.47%","8","4.30%","35","18.82%","12","186","14","7.53%","50","26.88%"
"82","41.21%","2","1.01%","19","9.55%","13","199","14","7.04%","82","41.21%"
"81","42.19%","7","3.65%","30","15.63%","14","192","9","4.69%","65","33.85%"
"45","52.94%","0","0.00%","8","9.41%","15","85","6","7.06%","26","30.59%"
"52","49.06%","7","6.60%","16","15.09%","16","106","2","1.89%","29","27.36%"
"49","32.67%","4","2.67%","26","17.33%","17","150","4","2.67%","67","44.67%"
"75","45.73%","18","10.98%","26","15.85%","18","164","4","2.44%","41","25.00%"
"46","28.22%","27","16.56%","80","49.08%","19","163","0","0.00%","10","6.13%"
"71","38.80%","7","3.83%","31","16.94%","20","183","7","3.83%","67","36.61%"
"62","39.74%","7","4.49%","16","10.26%","21","156","16","10.26%","55","35.26%"
"57","37.01%","11","7.14%","33","21.43%","22","154","12","7.79%","41","26.62%"
"82","39.61%","10","4.83%","36","17.39%","23","207","9","4.35%","70","33.82%"
"","%","","%","","%","","Votes Cast","","%","","%"
"58","40.56%","2","1.40%","28","19.58%","24","143","9","6.29%","46","32.17%"
"72","30.77%","11","4.70%","67","28.63%","25","234","21","8.97%","63","26.92%"
"76","41.30%","6","3.26%","26","14.13%","26","184","11","5.98%","65","35.33%"
"81","45.00%","23","12.78%","65","36.11%","27","180","2","1.11%","9","5.00%"
"105","50.48%","42","20.19%","49","23.56%","28","208","6","2.88%","6","2.88%"
"29","35.37%","9","10.98%","11","13.41%","29","82","2","2.44%","31","37.80%"
"14","35.90%","5","12.82%","6","15.38%","30","39","1","2.56%","13","33.33%"
"108","40.45%","20","7.49%","44","16.48%","31","267","14","5.24%","81","30.34%"
"76","43.93%","7","4.05%","25","14.45%","32","173","10","5.78%","55","31.79%"
"78","38.42%","4","1.97%","42","20.69%","33","203","11","5.42%","68","33.50%"
"99","38.52%","12","4.67%","61","23.74%","34","257","12","4.67%","73","28.40%"
"54","26.60%","23","11.33%","35","17.24%","35","203","8","3.94%","83","40.89%"
"57","44.88%","5","3.94%","33","25.98%","36","127","9","7.09%","23","18.11%"
"90","40.18%","14","6.25%","46","20.54%","37","224","4","1.79%","70","31.25%"
"49","45.37%","3","2.78%","25","23.15%","38","108","4","3.70%","27","25.00%"
"49","40.16%","3","2.46%","18","14.75%","39","122","3","2.46%","49","40.16%"
"3084","39.92%","596","7.72%","1682","21.77%","","","320","4.14%","2043","26.45%"
"100","48.08%","6","2.88%","38","18.27%","40","208","10","4.81%","54","25.96%"
"57","40.71%","3","2.14%","38","27.14%","41","140","5","3.57%","37","26.43%"
"56","30.94%","5","2.76%","36","19.89%","42","181","13","7.18%","71","39.23%"
"80","38.46%","11","5.29%","27","12.98%","43","208","14","6.73%","76","36.54%"
"54","40.00%","7","5.19%","23","17.04%","44","135","3","2.22%","48","35.56%"
"62","51.24%","11","9.09%","39","32.23%","45","121","2","1.65%","7","5.79%"
"90","32.03%","52","18.51%","116","41.28%","46","281","6","2.14%","17","6.05%"
"","%","","%","","%","","Votes Cast","","%","","%"
"142","41.52%","36","10.53%","138","40.35%","1","342","4","1.17%","22","6.43%"
"163","43.82%","14","3.76%","70","18.82%","2","372","29","7.80%","96","25.81%"
"123","45.22%","8","2.94%","45","16.54%","3","272","14","5.15%","82","30.15%"
"114","41.61%","10","3.65%","53","19.34%","4","274","19","6.93%","78","28.47%"
"85","38.81%","4","1.83%","47","21.46%","5","219","16","7.31%","67","30.59%"
"74","40.66%","4","2.20%","46","25.27%","6","182","5","2.75%","53","29.12%"
"109","43.95%","20","8.06%","72","29.03%","7","248","8","3.23%","39","15.73%"
"51","37.50%","7","5.15%","22","16.18%","8","136","8","5.88%","48","35.29%"
"140","40.11%","35","10.03%","136","38.97%","9","349","12","3.44%","26","7.45%"
"168","43.64%","37","9.61%","129","33.51%","10","385","9","2.34%","42","10.91%"
"66","47.48%","7","5.04%","27","19.42%","11","139","5","3.60%","34","24.46%"
"120","41.96%","14","4.90%","69","24.13%","12","286","17","5.94%","66","23.08%"
"107","44.03%","9","3.70%","43","17.70%","13","243","6","2.47%","78","32.10%"
"93","34.57%","17","6.32%","46","17.10%","14","269","22","8.18%","91","33.83%"
"121","41.30%","16","5.46%","58","19.80%","15","293","34","11.60%","64","21.84%"
"114","40.71%","12","4.29%","71","25.36%","16","280","10","3.57%","73","26.07%"
"97","47.55%","9","4.41%","35","17.16%","17","204","10","4.90%","53","25.98%"
"108","47.58%","4","1.76%","49","21.59%","18","227","11","4.85%","55","24.23%"
"106","42.23%","14","5.58%","48","19.12%","19","251","13","5.18%","70","27.89%"
"143","44.41%","20","6.21%","45","13.98%","20","322","18","5.59%","96","29.81%"
"113","46.12%","12","4.90%","42","17.14%","21","245","10","4.08%","68","27.76%"
"62","33.51%","18","9.73%","59","31.89%","22","185","9","4.86%","37","20.00%"
"","%","","%","","%","","Votes Cast","","%","","%"
"107","41.00%","30","11.49%","99","37.93%","23","261","4","1.53%","21","8.05%"
"93","45.15%","10","4.85%","34","16.50%","24","206","17","8.25%","52","25.24%"
"130","45.94%","19","6.71%","48","16.96%","25","283","9","3.18%","77","27.21%"
"110","41.04%","13","4.85%","68","25.37%","26","268","19","7.09%","58","21.64%"
"92","38.66%","12","5.04%","52","21.85%","27","238","19","7.98%","63","26.47%"
"122","38.85%","9","2.87%","63","20.06%","28","314","10","3.18%","110","35.03%"
"109","48.88%","24","10.76%","84","37.67%","29","223","0","0.00%","6","2.69%"
"159","47.46%","19","5.67%","112","33.43%","30","335","5","1.49%","40","11.94%"
"110","49.33%","38","17.04%","68","30.49%","31","223","3","1.35%","4","1.79%"
"85","40.67%","32","15.31%","84","40.19%","32","209","4","1.91%","4","1.91%"
"109","46.58%","7","2.99%","44","18.80%","33","234","9","3.85%","65","27.78%"
"66","40.74%","15","9.26%","48","29.63%","34","162","6","3.70%","27","16.67%"
"70","39.77%","10","5.68%","37","21.02%","35","176","9","5.11%","50","28.41%"
"104","45.02%","11","4.76%","38","16.45%","36","231","14","6.06%","64","27.71%"
"78","34.51%","8","3.54%","43","19.03%","37","226","17","7.52%","80","35.40%"
"4662","41.99%","723","6.51%","2748","24.75%","","","510","4.59%","2460","22.16%"
"77","38.69%","33","16.58%","76","38.19%","38","199","6","3.02%","7","3.52%"
"76","39.79%","26","13.61%","77","40.31%","39","191","5","2.62%","7","3.66%"
"119","40.89%","16","5.50%","54","18.56%","40","291","13","4.47%","89","30.58%"
"93","39.08%","21","8.82%","47","19.75%","41","238","11","4.62%","66","27.73%"
"98","39.20%","10","4.00%","42","16.80%","42","250","10","4.00%","90","36.00%"
"125","39.43%","28","8.83%","116","36.59%","43","317","11","3.47%","37","11.67%"
"111","36.39%","5","1.64%","64","20.98%","44","305","20","6.56%","105","34.43%"
"","%","","%","","%","","Votes Cast","","%","","%"
"71","37.37%","24","12.63%","88","46.32%","1","190","3","1.58%","4","2.11%"
"106","49.07%","12","5.56%","94","43.52%","2","216","0","0.00%","4","1.85%"
"59","39.07%","11","7.28%","78","51.66%","3","151","1","0.66%","2","1.32%"
"76","42.22%","29","16.11%","69","38.33%","4","180","2","1.11%","4","2.22%"
"42","34.71%","10","8.26%","62","51.24%","5","121","2","1.65%","5","4.13%"
"88","55.35%","6","3.77%","57","35.85%","6","159","1","0.63%","7","4.40%"
"73","37.82%","7","3.63%","106","54.92%","7","193","2","1.04%","5","2.59%"
"86","41.55%","14","6.76%","102","49.28%","8","207","0","0.00%","5","2.42%"
"60","38.96%","16","10.39%","63","40.91%","9","154","5","3.25%","10","6.49%"
"88","46.07%","15","7.85%","82","42.93%","10","191","2","1.05%","4","2.09%"
"46","31.72%","5","3.45%","85","58.62%","11","145","2","1.38%","7","4.83%"
"61","40.13%","15","9.87%","69","45.39%","12","152","2","1.32%","5","3.29%"
"71","46.71%","12","7.89%","67","44.08%","13","152","0","0.00%","2","1.32%"
"47","43.52%","3","2.78%","50","46.30%","14","108","1","0.93%","7","6.48%"
"108","47.79%","24","10.62%","85","37.61%","15","226","1","0.44%","8","3.54%"
"30","35.29%","7","8.24%","41","48.24%","16","85","0","0.00%","7","8.24%"
"","%","","%","","%","","Votes Cast","","%","","%"
"82","40.59%","29","14.36%","83","41.09%","17","202","2","0.99%","6","2.97%"
"44","25.58%","12","6.98%","111","64.53%","18","172","0","0.00%","5","2.91%"
"38","26.03%","8","5.48%","99","67.81%","19","146","1","0.68%","0","0.00%"
"72","34.29%","9","4.29%","123","58.57%","20","210","0","0.00%","6","2.86%"
"68","38.42%","16","9.04%","85","48.02%","21","177","2","1.13%","6","3.39%"
"57","30.32%","15","7.98%","108","57.45%","22","188","3","1.60%","5","2.66%"
"55","36.67%","9","6.00%","76","50.67%","23","150","1","0.67%","9","6.00%"
"52","30.95%","9","5.36%","97","57.74%","24","168","2","1.19%","8","4.76%"
"78","38.61%","12","5.94%","103","50.99%","25","202","5","2.48%","4","1.98%"
"51","46.79%","9","8.26%","46","42.20%","26","109","0","0.00%","3","2.75%"
"50","44.64%","14","12.50%","44","39.29%","27","112","2","1.79%","2","1.79%"
"2018","39.60%","391","7.67%","2489","48.84%","","","49","0.96%","149","2.92%"
"93","45.37%","9","4.39%","99","48.29%","28","205","2","0.98%","2","0.98%"
"33","36.67%","3","3.33%","53","58.89%","29","90","0","0.00%","1","1.11%"
"25","40.98%","4","6.56%","32","52.46%","30","61","0","0.00%","0","0.00%"
"56","40.58%","8","5.80%","67","48.55%","31","138","3","2.17%","4","2.90%"
"52","38.24%","15","11.03%","65","47.79%","32","136","2","1.47%","2","1.47%"
"","%","","%","","%","","Votes Cast","","%","","%"
"52","35.37%","5","3.40%","86","58.50%","1","147","1","0.68%","3","2.04%"
"61","44.20%","7","5.07%","68","49.28%","2","138","0","0.00%","2","1.45%"
"71","48.63%","10","6.85%","63","43.15%","3","146","1","0.68%","1","0.68%"
"57","33.33%","1","0.58%","107","62.57%","4","171","4","2.34%","2","1.17%"
"70","43.75%","4","2.50%","81","50.63%","5","160","0","0.00%","5","3.13%"
"74","48.68%","7","4.61%","67","44.08%","6","152","1","0.66%","3","1.97%"
"45","32.61%","3","2.17%","87","63.04%","7","138","2","1.45%","1","0.72%"
"49","49.00%","6","6.00%","41","41.00%","8","100","0","0.00%","4","4.00%"
"69","51.11%","7","5.19%","54","40.00%","9","135","2","1.48%","3","2.22%"
"59","47.20%","8","6.40%","54","43.20%","10","125","1","0.80%","3","2.40%"
"52","46.43%","4","3.57%","52","46.43%","11","112","0","0.00%","4","3.57%"
"61","48.41%","6","4.76%","57","45.24%","12","126","0","0.00%","2","1.59%"
"47","33.10%","7","4.93%","83","58.45%","13","142","2","1.41%","3","2.11%"
"64","49.61%","11","8.53%","46","35.66%","14","129","1","0.78%","7","5.43%"
"43","34.68%","11","8.87%","64","51.61%","15","124","0","0.00%","6","4.84%"
"39","19.70%","8","4.04%","145","73.23%","16","198","4","2.02%","2","1.01%"
"66","40.00%","17","10.30%","75","45.45%","17","165","1","0.61%","6","3.64%"
"72","45.28%","4","2.52%","77","48.43%","18","159","2","1.26%","4","2.52%"
"58","44.62%","8","6.15%","61","46.92%","19","130","0","0.00%","3","2.31%"
"64","48.12%","5","3.76%","55","41.35%","20","133","3","2.26%","6","4.51%"
"58","41.43%","8","5.71%","69","49.29%","21","140","3","2.14%","2","1.43%"
"","%","","%","","%","","Votes Cast","","%","","%"
"35","27.56%","3","2.36%","88","69.29%","22","127","0","0.00%","1","0.79%"
"51","38.35%","6","4.51%","70","52.63%","23","133","1","0.75%","5","3.76%"
"81","42.63%","8","4.21%","96","50.53%","24","190","1","0.53%","4","2.11%"
"46","38.98%","8","6.78%","59","50.00%","25","118","2","1.69%","3","2.54%"
"80","45.98%","4","2.30%","83","47.70%","26","174","3","1.72%","4","2.30%"
"69","41.32%","4","2.40%","90","53.89%","27","167","2","1.20%","2","1.20%"
"50","43.10%","6","5.17%","56","48.28%","28","116","1","0.86%","3","2.59%"
"100","50.76%","7","3.55%","78","39.59%","29","197","3","1.52%","9","4.57%"
"43","46.24%","0","0.00%","46","49.46%","30","93","3","3.23%","1","1.08%"
"53","35.10%","14","9.27%","79","52.32%","31","151","0","0.00%","5","3.31%"
"44","35.48%","8","6.45%","70","56.45%","32","124","0","0.00%","2","1.61%"
"48","35.82%","12","8.96%","72","53.73%","33","134","0","0.00%","2","1.49%"
"56","41.79%","11","8.21%","57","42.54%","34","134","0","0.00%","10","7.46%"
